ANALS_TRGET_YEAR,ANALS_TRGET_MT,ONE_AREA_NM,TWO_AREA_NM,SETLER_BASE_MNURI_SETLE_FQ_CO,MRHST_BASE_MNURI_SETLE_FQ_CO,ALL_LON_FQ_CO,AGE_SEVEN_BELOW_LON_FQ_CO,AGE_THIRTEEN_BELOW_LON_FQ_CO,AGE_NINETEEN_BELOW_LON_FQ_CO,N20S_LON_FQ_CO,N30S_LON_FQ_CO,N40S_LON_FQ_CO,N50S_LON_FQ_CO,N60S_LON_FQ_CO,N70S_ABOVE_LON_FQ_CO
2019,02,강원도,강릉시,1344,1417,10441,369,1416,741,543,1678,3273,1053,434,352
2019,03,강원도,강릉시,2577,2631,11768,540,1402,657,452,2303,3618,1151,619,272
2019,04,강원도,강릉시,1588,1625,11998,629,1653,552,476,2123,3519,1117,632,246
2019,05,강원도,강릉시,1682,1739,10576,573,1232,551,392,1944,3225,1008,590,323
2019,06,강원도,강릉시,1430,1514,12043,696,1741,662,478,2012,3819,1064,556,273
2019,07,강원도,강릉시,1291,1335,13056,717,1891,860,512,2035,3989,1285,602,470
2019,08,강원도,강릉시,1350,1477,15334,779,2106,836,626,2771,4792,1356,695,331
2019,09,강원도,강릉시,990,1032,17511,669,1928,919,670,3478,5431,2338,882,395
2019,10,강원도,강릉시,1170,1203,7009,681,1144,262,163,1600,1876,311,277,106
2019,11,강원도,강릉시,1466,1488,7166,648,1155,205,140,1592,1887,366,303,252
2019,12,강원도,강릉시,3276,3288,7476,639,1054,258,168,1685,2025,460,381,203
2019,02,강원도,고성군,255,189,940,16,123,38,135,166,232,149,42,39
2019,03,강원도,고성군,434,291,1082,20,116,50,134,223,353,123,44,19
2019,04,강원도,고성군,336,230,987,31,137,15,106,246,281,98,46,27
2019,05,강원도,고성군,261,173,809,25,133,36,26,133,271,96,70,19
2019,06,강원도,고성군,247,178,1249,58,134,115,144,194,416,80,105,3
2019,07,강원도,고성군,198,142,1057,40,125,28,142,216,354,83,61,8
2019,08,강원도,고성군,180,137,1306,46,146,77,119,296,386,147,71,18
2019,09,강원도,고성군,142,95,735,42,98,22,32,180,210,82,56,13
2019,10,강원도,고성군,153,96,737,19,77,17,25,245,226,80,38,10
2019,11,강원도,고성군,193,136,912,35,100,40,34,279,221,188,14,1
2019,12,강원도,고성군,331,220,785,14,92,17,34,214,243,116,42,13
2019,02,강원도,동해시,265,183,19873,1477,3895,1367,1117,3349,5437,2014,670,283
2019,03,강원도,동해시,563,454,22414,1953,4268,1182,1060,4218,6185,2120,782,395
2019,04,강원도,동해시,326,262,19952,1852,3641,774,1068,3816,5450,1987,703,390
2019,05,강원도,동해시,310,237,17970,1458,2828,1093,814,3477,4900,2090,680,444
2019,06,강원도,동해시,266,206,19364,1650,3463,883,925,3675,5401,1967,783,387
2019,07,강원도,동해시,279,245,21372,1551,3593,1766,1239,4002,5752,2106,845,392
2019,08,강원도,동해시,272,236,22851,1703,4143,1509,989,4458,6735,2055,751,415
2019,09,강원도,동해시,214,157,17245,1563,2844,814,748,3555,4889,1819,611,309
2019,10,강원도,동해시,228,192,16357,1439,2605,730,764,3417,4705,1749,553,277
2019,11,강원도,동해시,364,284,18723,1606,3235,939,968,3760,5217,1902,632,248
2019,12,강원도,동해시,890,762,19227,1628,3012,1326,1077,3455,5275,2215,797,253
2019,02,강원도,삼척시,255,215,8669,587,1699,631,607,1579,2399,747,269,115
2019,03,강원도,삼척시,528,430,9207,654,1768,392,602,1679,2816,780,270,126
2019,04,강원도,삼척시,339,251,9077,973,1585,427,649,1725,2570,768,267,108
2019,05,강원도,삼척시,316,257,8130,841,1302,446,492,1520,2387,608,213,120
2019,06,강원도,삼척시,273,215,8726,969,1501,400,465,1746,2737,501,238,134
2019,07,강원도,삼척시,401,328,10516,887,1977,690,634,2013,2900,708,246,143
2019,08,강원도,삼척시,405,348,11720,1010,2513,758,653,2325,3256,779,258,155
2019,09,강원도,삼척시,251,198,8865,1321,1562,237,327,2121,2322,509,151,55
2019,10,강원도,삼척시,369,316,8133,1050,1528,372,521,1758,2035,586,199,71
2019,11,강원도,삼척시,723,500,9685,1178,1631,430,588,2142,2497,640,252,106
2019,12,강원도,삼척시,1190,858,9756,1005,1628,501,586,2033,2566,669,261,113
2019,02,강원도,속초시,679,771,15180,513,2312,969,859,3155,4109,1712,847,238
2019,03,강원도,속초시,1100,1226,15321,614,2341,764,767,3436,4213,1663,694,274
2019,04,강원도,속초시,746,822,13536,577,2123,518,702,2908,3715,1581,691,260
2019,05,강원도,속초시,740,780,13545,667,2097,598,651,2844,3270,1532,724,235
2019,06,강원도,속초시,595,645,14404,676,2120,746,817,2929,3730,1578,727,259
2019,07,강원도,속초시,559,593,15840,788,2354,1058,899,3054,4329,1781,902,261
2019,08,강원도,속초시,455,536,17685,814,2775,1084,950,3944,4596,1793,968,284
2019,09,강원도,속초시,382,404,12709,724,1902,552,698,3008,3262,1383,601,219
2019,10,강원도,속초시,432,516,12088,675,1569,565,747,2993,2940,1399,716,189
2019,11,강원도,속초시,511,655,11467,664,1514,503,626,2909,2950,1347,551,177
2019,12,강원도,속초시,1359,1603,11990,620,1525,674,708,2757,3269,1304,615,178
2019,02,강원도,양구군,64,53,3638,111,351,389,340,1156,696,228,140,14
2019,03,강원도,양구군,165,103,3522,120,303,235,320,1344,592,227,115,26
2019,04,강원도,양구군,94,67,3343,123,326,186,204,1171,735,180,120,22
2019,05,강원도,양구군,108,65,3015,100,342,173,204,1130,617,138,107,38
2019,06,강원도,양구군,72,30,3576,151,456,215,253,1194,780,190,109,18
2019,07,강원도,양구군,162,135,1739,34,170,102,120,614,420,129,38,13
2019,08,강원도,양구군,116,110,4392,141,433,461,225,1423,1083,229,146,40
2019,09,강원도,양구군,99,80,3480,172,408,237,195,1258,827,218,118,17
2019,10,강원도,양구군,92,79,2946,99,335,197,184,1013,666,182,110,9
2019,11,강원도,양구군,152,122,3527,161,362,318,162,1312,815,223,115,13
2019,12,강원도,양구군,192,162,3591,130,447,245,206,1359,827,232,114,31
2019,02,강원도,양양군,123,63,3926,188,686,188,191,881,1001,359,280,109
2019,03,강원도,양양군,320,154,4329,340,571,140,282,1002,1197,384,317,85
2019,04,강원도,양양군,215,109,3759,281,512,94,229,949,1071,296,244,59
2019,05,강원도,양양군,210,98,3550,198,546,50,238,754,1133,312,259,56
2019,06,강원도,양양군,256,138,3665,334,489,127,160,894,1115,234,219,78
2019,07,강원도,양양군,206,180,4327,367,649,148,258,1045,1131,322,324,72
2019,08,강원도,양양군,242,187,4813,450,826,196,193,1148,1220,356,341,77
2019,09,강원도,양양군,188,132,3630,346,488,150,114,906,930,361,260,70
2019,10,강원도,양양군,226,146,3306,272,522,132,130,730,901,322,258,38
2019,11,강원도,양양군,396,278,3990,282,695,136,181,945,1102,340,251,56
2019,12,강원도,양양군,429,275,3975,266,598,220,144,904,1080,372,331,57
2019,02,강원도,영월군,97,91,2619,110,361,288,106,481,608,339,261,40
2019,03,강원도,영월군,263,170,3273,114,380,381,179,713,672,452,240,71
2019,04,강원도,영월군,145,108,2629,82,257,351,137,524,574,421,187,42
2019,05,강원도,영월군,168,106,3069,140,248,822,129,566,510,399,158,42
2019,06,강원도,영월군,119,77,2648,115,307,436,150,475,544,379,199,39
2019,07,강원도,영월군,177,153,2917,137,300,508,156,559,572,377,282,26
2019,08,강원도,영월군,143,125,3348,165,437,530,151,651,593,493,270,54
2019,09,강원도,영월군,154,139,2597,145,354,293,104,516,540,361,205,25
2019,10,강원도,영월군,113,96,2207,83,242,299,88,466,497,269,193,26
2019,11,강원도,영월군,185,184,2625,134,373,275,99,614,527,328,242,25
2019,12,강원도,영월군,434,330,2738,141,318,283,138,521,619,380,292,46
2019,02,강원도,원주시,1734,1640,54598,2866,9486,4100,3697,10136,15492,5288,2461,869
2019,03,강원도,원주시,3237,3422,58877,3924,9479,3276,3525,11355,17310,5568,2419,806
2019,04,강원도,원주시,1976,2040,51508,3679,8104,2409,3347,10811,15190,4850,2114,735
2019,05,강원도,원주시,1894,1804,50659,4462,7164,3089,3162,10059,14089,4932,2180,745
2019,06,강원도,원주시,1806,1817,53715,4015,8374,3333,3498,11038,15494,4906,2010,812
2019,07,강원도,원주시,1493,1577,63101,4169,10021,5902,4385,11368,17629,5668,2244,911
2019,08,강원도,원주시,1432,1501,64327,4320,10341,5213,3911,12301,18618,6041,2374,821
2019,09,강원도,원주시,1098,1195,47694,3619,7277,2218,3088,9782,13897,4667,1933,700
2019,10,강원도,원주시,1201,1266,42059,3915,5544,2457,2662,8603,11720,3974,1645,619
2019,11,강원도,원주시,1349,1514,53327,5458,7636,2825,3229,10953,13975,5129,2055,746
2019,12,강원도,원주시,3252,3319,50871,3828,7186,3817,3016,10240,14222,5129,2289,853
2019,02,강원도,인제군,87,27,2702,175,403,114,85,822,743,169,63,20
2019,03,강원도,인제군,131,47,2767,117,362,85,131,968,663,216,101,9
2019,04,강원도,인제군,120,48,2872,164,400,85,177,935,768,172,78,6
2019,05,강원도,인제군,126,49,2278,121,247,75,132,708,630,140,70,12
2019,06,강원도,인제군,85,19,2563,159,249,96,118,746,750,152,68,10
2019,07,강원도,인제군,89,44,1756,30,178,55,68,586,517,150,39,8
2019,08,강원도,인제군,89,38,9,0,0,0,0,0,0,5,4,0
2019,09,강원도,인제군,122,27,1111,94,137,22,53,353,207,86,23,0
2019,10,강원도,인제군,177,38,1893,109,237,53,95,631,496,110,70,12
2019,11,강원도,인제군,98,52,2301,122,394,70,92,734,586,106,97,2
2019,12,강원도,인제군,306,133,2787,210,454,89,86,813,733,146,133,23
2019,02,강원도,정선군,122,83,1935,35,293,169,120,288,497,272,149,56
2019,03,강원도,정선군,132,59,1872,97,158,100,120,363,523,235,120,45
2019,04,강원도,정선군,108,53,1743,65,166,106,137,304,508,242,92,53
2019,05,강원도,정선군,115,60,1527,57,136,85,92,304,405,194,95,39
2019,06,강원도,정선군,126,55,1609,61,120,121,121,331,460,226,59,36
2019,07,강원도,정선군,248,177,1961,82,211,162,143,382,473,213,92,54
2019,08,강원도,정선군,157,141,2118,76,281,194,137,406,518,241,93,60
2019,09,강원도,정선군,94,66,1795,68,171,134,135,338,538,164,97,31
2019,10,강원도,정선군,79,83,0,0,0,0,0,0,0,0,0,0
2019,11,강원도,정선군,111,81,0,0,0,0,0,0,0,0,0,0
2019,12,강원도,정선군,352,214,0,0,0,0,0,0,0,0,0,0
2019,02,강원도,철원군,291,280,3096,102,449,214,217,719,913,226,117,39
2019,03,강원도,철원군,657,565,2939,103,370,194,219,822,777,253,82,19
2019,04,강원도,철원군,711,405,2907,71,414,188,179,796,816,222,88,34
2019,05,강원도,철원군,429,351,2232,50,272,217,135,511,591,222,119,15
2019,06,강원도,철원군,328,276,2587,70,370,156,124,599,813,248,90,15
2019,07,강원도,철원군,539,335,2982,106,391,274,161,828,751,255,105,12
2019,08,강원도,철원군,275,269,3498,138,603,312,173,873,889,215,157,23
2019,09,강원도,철원군,212,189,2508,66,323,159,75,791,604,270,76,33
2019,10,강원도,철원군,227,207,2175,45,273,187,81,703,543,219,58,44
2019,11,강원도,철원군,294,275,1254,44,156,115,41,351,305,110,40,12
2019,12,강원도,철원군,694,474,12,0,0,0,0,1,11,0,0,0
2019,02,강원도,춘천시,2115,2205,52292,2144,9139,3372,2600,8868,15943,5291,2883,1591
2019,03,강원도,춘천시,3737,3890,54188,2546,9059,2944,2801,10030,16803,5251,2985,1382
2019,04,강원도,춘천시,2405,2458,50189,2525,8371,2228,2404,9375,15644,4899,2639,1389
2019,05,강원도,춘천시,2296,2324,43868,2210,6518,2799,2334,7821,13458,4490,2587,1161
2019,06,강원도,춘천시,2062,2113,51338,2628,7994,2832,2781,9463,15784,5157,2760,1257
2019,07,강원도,춘천시,2038,2063,52916,2595,8640,4060,2724,9943,15673,4870,2673,1256
2019,08,강원도,춘천시,2053,1977,55502,2696,9874,3573,2341,10422,16844,5411,2666,1152
2019,09,강원도,춘천시,1325,1305,44366,2424,6632,2014,2373,9051,13217,4510,2429,962
2019,10,강원도,춘천시,1514,1510,43617,2309,6811,2095,2192,8728,13172,4374,2280,970
2019,11,강원도,춘천시,2251,2189,47122,2855,7140,2409,2624,9773,13609,4591,2468,972
2019,12,강원도,춘천시,4540,4577,49527,3192,7318,2635,2530,9909,14407,5033,2895,1096
2019,02,강원도,태백시,148,115,9252,621,1890,681,302,1372,2658,987,285,113
2019,03,강원도,태백시,296,221,9853,839,1931,539,289,1443,2821,1080,365,141
2019,04,강원도,태백시,151,123,9258,753,1965,397,261,1447,2883,932,222,127
2019,05,강원도,태백시,168,118,7980,690,1506,324,225,1283,2377,768,246,138
2019,06,강원도,태백시,152,86,8688,725,1881,375,292,1382,2464,820,291,100
2019,07,강원도,태백시,176,108,10295,835,2169,706,336,1504,2869,995,330,193
2019,08,강원도,태백시,120,78,10554,917,2063,682,335,1702,2662,1041,394,157
2019,09,강원도,태백시,124,92,9066,771,1710,375,275,1710,2442,1010,298,115
2019,10,강원도,태백시,115,61,8371,777,1614,374,264,1457,2288,877,265,86
2019,11,강원도,태백시,287,136,9393,857,1856,409,321,1750,2551,923,268,87
2019,12,강원도,태백시,318,151,9034,805,1659,404,337,1738,2379,976,366,66
2019,02,강원도,평창군,48,36,1346,58,198,72,71,141,326,223,181,76
2019,03,강원도,평창군,110,47,1436,82,160,98,69,200,390,223,84,104
2019,04,강원도,평창군,122,51,1257,74,202,46,53,199,359,159,66,99
2019,05,강원도,평창군,101,69,1008,82,131,45,36,148,296,119,69,82
2019,06,강원도,평창군,78,54,1322,90,199,45,20,154,429,155,112,115
2019,07,강원도,평창군,89,93,1675,72,215,94,55,198,493,190,249,109
2019,08,강원도,평창군,133,147,1552,53,236,82,64,198,480,204,165,70
2019,09,강원도,평창군,65,53,1096,37,158,55,54,155,319,131,107,65
2019,10,강원도,평창군,125,70,1180,123,147,48,45,196,354,128,79,60
2019,11,강원도,평창군,400,74,1523,99,233,61,53,253,479,153,117,75
2019,12,강원도,평창군,227,110,1776,84,287,129,54,266,567,203,139,47
2019,02,강원도,홍천군,202,249,3020,91,379,196,256,530,927,353,196,92
2019,03,강원도,홍천군,375,388,3293,89,436,228,223,623,1054,384,191,59
2019,04,강원도,홍천군,281,301,2945,48,363,139,210,681,858,346,206,89
2019,05,강원도,홍천군,228,212,2650,60,330,125,139,631,828,280,190,65
2019,06,강원도,홍천군,220,196,2846,63,429,120,185,693,804,312,182,58
2019,07,강원도,홍천군,251,217,3151,67,348,242,276,778,904,253,197,69
2019,08,강원도,홍천군,218,226,3314,59,498,197,220,696,878,377,329,58
2019,09,강원도,홍천군,187,177,152,0,18,16,3,20,63,19,8,5
2019,10,강원도,홍천군,287,278,2,0,0,0,0,0,2,0,0,0
2019,11,강원도,홍천군,403,680,3,0,0,0,0,2,1,0,0,0
2019,12,강원도,홍천군,615,1010,0,0,0,0,0,0,0,0,0,0
2019,02,강원도,화천군,116,82,1246,19,110,49,109,291,190,211,126,55
2019,03,강원도,화천군,185,132,1170,25,39,24,104,317,170,241,125,34
2019,04,강원도,화천군,124,83,1226,27,89,38,152,305,206,144,127,37
2019,05,강원도,화천군,124,58,1004,8,65,79,105,225,192,135,70,23
2019,06,강원도,화천군,87,40,1302,111,95,134,92,261,205,186,93,31
2019,07,강원도,화천군,144,142,1235,35,111,62,95,320,223,191,92,30
2019,08,강원도,화천군,149,136,246,1,11,21,25,50,54,37,21,5
2019,09,강원도,화천군,55,54,1286,45,97,57,159,339,222,147,93,44
2019,10,강원도,화천군,92,68,1272,50,110,42,136,340,223,123,125,33
2019,11,강원도,화천군,337,276,1257,76,109,97,145,262,195,149,122,47
2019,12,강원도,화천군,369,317,1305,41,157,67,129,338,177,206,94,56
2019,02,강원도,횡성군,195,101,1432,51,328,104,85,123,364,142,93,92
2019,03,강원도,횡성군,288,125,1748,40,352,97,72,149,510,217,158,123
2019,04,강원도,횡성군,230,121,2370,86,425,112,110,324,689,277,176,162
2019,05,강원도,횡성군,195,90,2309,42,449,159,65,299,693,286,172,111
2019,06,강원도,횡성군,162,74,2266,52,458,155,100,253,629,313,164,131
2019,07,강원도,횡성군,176,78,1156,47,243,77,45,143,343,112,75,63
2019,08,강원도,횡성군,139,81,1680,64,285,141,63,172,523,170,147,92
2019,09,강원도,횡성군,117,50,1726,86,422,81,19,222,516,171,120,70
2019,10,강원도,횡성군,119,62,1512,75,291,70,45,217,447,172,82,73
2019,11,강원도,횡성군,189,65,1684,52,410,64,48,192,483,201,91,114
2019,12,강원도,횡성군,324,152,1523,36,355,84,84,160,406,161,99,107
2019,02,경기도,가평군,85,52,13888,599,1690,816,1688,1958,2830,1748,1028,489
2019,03,경기도,가평군,271,180,15451,590,1597,745,2314,2431,3051,2015,1098,514
2019,04,경기도,가평군,276,215,14606,468,1457,604,1579,3258,3192,1822,917,405
2019,05,경기도,가평군,311,181,14998,685,1283,866,1466,3179,3092,1708,965,487
2019,06,경기도,가평군,258,113,14787,792,1288,917,1449,3333,2935,1755,926,424
2019,07,경기도,가평군,261,228,17580,870,1813,1239,1490,3435,3752,2090,1051,532
2019,08,경기도,가평군,265,136,17804,945,2115,981,1404,4132,3923,2166,1215,499
2019,09,경기도,가평군,232,90,15036,722,1590,865,1410,3173,3450,2105,880,448
2019,10,경기도,가평군,267,178,15820,811,1709,1023,1579,3429,3434,2204,881,432
2019,11,경기도,가평군,395,159,15875,845,1646,997,1497,3568,3512,2050,829,467
2019,12,경기도,가평군,518,284,16105,889,1712,952,1507,3507,3621,1933,1115,499
2019,02,경기도,고양시 덕양구,1599,1187,106371,6443,20116,5760,5138,18751,33388,8957,3823,1466
2019,03,경기도,고양시 덕양구,2931,2300,120314,8743,20553,4999,5216,22736,39970,9866,4009,1521
2019,04,경기도,고양시 덕양구,1991,1732,113924,8901,18380,3667,5112,22990,37356,8855,3690,1528
2019,05,경기도,고양시 덕양구,2029,1918,102048,7955,16557,4295,4922,19858,33181,8272,3512,1361
2019,06,경기도,고양시 덕양구,1941,1649,107987,8830,17921,3619,4814,21447,34404,8310,3397,1374
2019,07,경기도,고양시 덕양구,1996,1876,105942,8854,18946,6126,4435,20168,33088,7543,3207,1136
2019,08,경기도,고양시 덕양구,2362,2076,115851,9806,21913,5978,4511,21848,37157,7900,3077,1272
2019,09,경기도,고양시 덕양구,2056,1673,94001,9225,16362,2900,3450,19085,30605,6723,2835,1003
2019,10,경기도,고양시 덕양구,1182,1134,91835,9953,15473,3011,3635,19014,29003,5987,2736,999
2019,11,경기도,고양시 덕양구,1027,1050,95322,10326,16098,3035,3624,20033,30326,6200,2803,918
2019,12,경기도,고양시 덕양구,2444,2253,102646,11628,17026,4340,4020,20950,31320,7020,3013,1003
2019,02,경기도,고양시 일산동구,672,417,78966,3189,13727,5013,4503,11078,26574,8983,3465,1246
2019,03,경기도,고양시 일산동구,1212,787,86482,4031,13906,4275,4949,13184,29861,10035,3760,1317
2019,04,경기도,고양시 일산동구,877,616,81543,4132,12276,2889,4793,13782,28472,9270,3550,1237
2019,05,경기도,고양시 일산동구,854,651,76553,3865,11042,3701,4600,12460,26105,9397,3346,1074
2019,06,경기도,고양시 일산동구,834,631,79960,4027,12241,3223,4803,13238,27755,9037,3450,1129
2019,07,경기도,고양시 일산동구,943,649,92071,4882,13560,6325,5608,14485,30563,9987,3874,1347
2019,08,경기도,고양시 일산동구,910,656,101615,6312,16647,6470,5635,15477,33390,10851,4048,1318
2019,09,경기도,고양시 일산동구,698,415,79036,5429,12099,2734,4402,12799,27143,8802,3260,1248
2019,10,경기도,고양시 일산동구,544,333,75406,5410,10603,3422,3913,12681,25521,8401,3153,1161
2019,11,경기도,고양시 일산동구,414,336,85005,6168,11787,4022,4747,14286,28038,9681,3832,1269
2019,12,경기도,고양시 일산동구,1095,624,84795,6616,12182,4734,4550,13850,27412,9212,3842,1323
2019,02,경기도,고양시 일산서구,511,509,80728,4419,15562,4999,3601,11779,28483,6984,2544,958
2019,03,경기도,고양시 일산서구,1216,1129,91416,5888,16089,4072,3919,14849,33520,7774,2635,1098
2019,04,경기도,고양시 일산서구,813,789,80177,5608,13451,3152,3369,13893,29051,6717,2429,954
2019,05,경기도,고양시 일산서구,663,595,80118,5493,13017,4048,3556,13961,28346,6908,2465,976
2019,06,경기도,고양시 일산서구,635,660,85007,6754,14590,3526,3682,14851,29973,6739,2402,1056
2019,07,경기도,고양시 일산서구,738,711,93602,7003,15970,6242,4594,15400,32033,7118,2756,1034
2019,08,경기도,고양시 일산서구,654,791,100849,7588,18061,5573,4541,16183,35151,8090,2817,1040
2019,09,경기도,고양시 일산서구,596,938,80572,7017,13807,2911,3410,14666,27516,6383,2498,925
2019,10,경기도,고양시 일산서구,429,1139,78267,7085,12479,3229,3495,14062,26915,6495,2480,857
2019,11,경기도,고양시 일산서구,434,2074,61585,6141,11012,1911,2096,11928,21226,4037,1595,635
2019,12,경기도,고양시 일산서구,914,2192,83948,7771,13992,4427,3540,14375,28083,6837,2517,931
2019,02,경기도,과천시,154,706,14872,669,2641,869,1053,1667,4057,2382,1079,448
2019,03,경기도,과천시,255,910,15891,946,2084,827,1086,2233,4345,2573,1355,430
2019,04,경기도,과천시,154,1352,14277,847,2173,550,1059,1962,3835,2304,1148,369
2019,05,경기도,과천시,127,1976,14696,828,1916,805,1032,2135,4101,2377,1124,342
2019,06,경기도,과천시,129,1042,14979,948,2029,744,999,2234,4111,2278,1208,368
2019,07,경기도,과천시,154,476,11418,660,1375,576,763,1595,3342,1769,991,319
2019,08,경기도,과천시,178,816,15909,955,2150,864,1107,2241,4417,2539,1276,348
2019,09,경기도,과천시,115,546,13713,943,1677,486,860,1967,4084,2114,1223,331
2019,10,경기도,과천시,100,911,12297,854,1450,563,755,1871,3579,1836,1041,340
2019,11,경기도,과천시,108,333,14523,899,1617,813,892,2228,4024,2461,1208,361
2019,12,경기도,과천시,295,390,14647,936,1713,869,870,2090,4030,2478,1243,385
2019,02,경기도,광명시,1108,954,99387,7412,18960,6104,5708,16483,33419,7039,2915,1098
2019,03,경기도,광명시,1980,1764,110977,9544,20223,5068,5645,19860,38221,7923,3161,1100
2019,04,경기도,광명시,1306,1172,101329,9274,17233,3918,5502,18482,35172,7285,2992,1090
2019,05,경기도,광명시,1224,1103,97102,9075,15437,5085,5356,18640,33097,6514,2720,949
2019,06,경기도,광명시,1136,1059,103504,9482,17817,4258,6080,19437,35100,6971,3006,1089
2019,07,경기도,광명시,1034,1049,110847,9602,18149,8364,6074,19424,37225,7570,3043,1015
2019,08,경기도,광명시,959,987,117467,10987,21243,7451,5749,20816,38611,8080,3151,1141
2019,09,경기도,광명시,1033,979,105170,11111,17062,4238,4953,20953,35915,6694,2827,1076
2019,10,경기도,광명시,734,729,100152,10458,15923,4477,5004,20098,33097,6875,2954,916
2019,11,경기도,광명시,664,739,100644,10883,16452,4622,5052,19393,33987,6143,2815,950
2019,12,경기도,광명시,1547,1805,92576,10004,14543,5229,4554,17557,30530,5691,2719,1099
2019,02,경기도,광주시,830,686,65166,4710,11967,3555,2925,12839,19796,4066,2216,951
2019,03,경기도,광주시,1604,1410,73570,6641,11999,2958,3002,16615,22515,4642,2391,1059
2019,04,경기도,광주시,1144,1050,71379,7352,11526,2340,2894,16133,21445,3945,2267,1033
2019,05,경기도,광주시,964,860,64300,6517,9697,2968,2696,14337,19379,3618,1793,895
2019,06,경기도,광주시,960,785,69341,6477,11220,2845,3001,16116,21054,3861,1781,852
2019,07,경기도,광주시,956,827,81807,7861,13341,5240,3577,17730,23971,4287,2241,994
2019,08,경기도,광주시,1290,1029,88481,8616,15848,4790,3429,19486,26248,4693,2354,924
2019,09,경기도,광주시,707,556,66372,7110,9846,2244,2596,16312,19607,3475,1976,817
2019,10,경기도,광주시,483,396,72476,8101,10968,2969,2829,17869,21209,3656,1976,878
2019,11,경기도,광주시,458,414,69907,8068,10735,2645,2946,17137,20068,3362,1916,851
2019,12,경기도,광주시,918,820,72116,8186,10793,3573,2832,17395,20097,3722,2102,1089
2019,02,경기도,군포시,758,629,32062,2213,3913,796,1021,6191,12945,3100,1233,356
2019,03,경기도,군포시,1573,1228,37847,3021,4207,671,1233,7299,15694,3667,1425,442
2019,04,경기도,군포시,1127,897,32865,2600,3488,405,1192,6937,12876,3395,1170,389
2019,05,경기도,군포시,1139,891,28493,1857,2998,504,1077,5735,11580,3024,1108,368
2019,06,경기도,군포시,980,770,33719,2760,3688,449,1314,6673,13832,3157,1312,314
2019,07,경기도,군포시,966,808,39325,2883,4452,1303,1417,7838,15826,3595,1308,409
2019,08,경기도,군포시,1221,941,39163,2903,4741,987,1284,7807,15686,3822,1327,438
2019,09,경기도,군포시,1069,758,32839,2905,3408,529,1189,7100,12774,3256,1280,346
2019,10,경기도,군포시,622,490,33710,2782,3429,571,1030,7855,13044,3294,1052,360
2019,11,경기도,군포시,701,616,33593,2908,3432,612,1217,7887,12732,3144,1250,310
2019,12,경기도,군포시,1523,1347,34759,3051,3495,754,1273,8093,12951,3413,1331,354
2019,02,경기도,김포시,1029,947,118645,3756,17498,4698,4347,30351,45443,7664,3098,1203
2019,03,경기도,김포시,2144,1832,132596,5598,17979,3273,4635,36038,51167,8164,3474,1424
2019,04,경기도,김포시,1463,1306,121902,5214,15986,2470,4909,34315,45997,7762,3192,1198
2019,05,경기도,김포시,1350,1160,127170,5822,14945,3299,5453,36065,46010,9302,3300,1205
2019,06,경기도,김포시,1270,1165,147415,6922,19856,2876,5822,42094,54234,9830,3789,1354
2019,07,경기도,김포시,1176,1039,174573,7977,21381,6381,6915,44727,60351,10158,4310,1468
2019,08,경기도,김포시,1187,1127,172462,8513,24100,6234,5999,45936,61457,10542,4329,1409
2019,09,경기도,김포시,1068,932,137397,7827,19371,3242,5037,38137,49193,8199,3543,1283
2019,10,경기도,김포시,984,955,144457,8848,18435,3573,5584,42222,51448,8806,3470,1196
2019,11,경기도,김포시,1071,1029,146096,8686,17844,3262,6083,41715,51526,8863,3504,1263
2019,12,경기도,김포시,1643,1726,152980,9208,19019,4789,6022,44490,52982,8934,3943,1454
2019,02,경기도,남양주시,2453,1357,171384,6074,31023,8744,6659,36371,63970,10187,4866,1917
2019,03,경기도,남양주시,4632,2825,181593,7594,27282,6691,6364,42134,71777,11571,4955,1872
2019,04,경기도,남양주시,2969,1886,170448,7509,24960,4131,6229,43432,66029,10206,5100,1859
2019,05,경기도,남양주시,2477,1339,162135,7080,23331,6384,6107,38853,61753,10345,4246,1851
2019,06,경기도,남양주시,2148,1252,168443,7254,26117,5421,6544,39987,64663,9983,4027,1627
2019,07,경기도,남양주시,2047,1116,197748,9375,30456,11026,7784,44538,72766,11682,4777,2129
2019,08,경기도,남양주시,1903,1040,216199,10438,35488,11531,7019,48808,79571,11828,5006,1843
2019,09,경기도,남양주시,1788,1117,158071,8416,22875,4580,5385,39665,59906,9810,3893,1507
2019,10,경기도,남양주시,1379,711,142326,7680,20287,5046,4793,35692,54054,8828,3411,1555
2019,11,경기도,남양주시,1568,946,164680,9995,24398,5027,5499,42382,60514,9649,3756,2065
2019,12,경기도,남양주시,3899,2357,170745,10329,23999,7400,6085,42902,62219,10219,4137,2459
2019,02,경기도,동두천시,976,1005,20781,631,3364,882,1188,3097,3930,1345,734,413
2019,03,경기도,동두천시,2118,2176,22293,722,2977,858,1194,3540,4860,1545,798,792
2019,04,경기도,동두천시,1679,1718,16214,493,2079,460,998,2311,3311,1041,710,709
2019,05,경기도,동두천시,1411,1395,21022,682,2826,650,1140,2829,4137,1218,785,740
2019,06,경기도,동두천시,1210,1192,22058,911,2657,587,1274,3412,4949,1437,693,605
2019,07,경기도,동두천시,951,1006,22019,850,2661,1042,1320,3345,4820,1357,616,674
2019,08,경기도,동두천시,999,937,23130,899,3380,1331,1326,3669,4908,1466,703,598
