ANALS_TRGET_YEAR,ANALS_TRGET_MT,ONE_AREA_NM,TWO_AREA_NM,SETLER_BASE_MNURI_SETLE_FQ_CO,MRHST_BASE_MNURI_SETLE_FQ_CO,ALL_LON_FQ_CO,AGE_SEVEN_BELOW_LON_FQ_CO,AGE_THIRTEEN_BELOW_LON_FQ_CO,AGE_NINETEEN_BELOW_LON_FQ_CO,N20S_LON_FQ_CO,N30S_LON_FQ_CO,N40S_LON_FQ_CO,N50S_LON_FQ_CO,N60S_LON_FQ_CO,N70S_ABOVE_LON_FQ_CO
2019,09,경기도,오산시,376,347,45237,4358,8143,2109,2164,10188,14031,2303,902,325
2019,10,경기도,오산시,428,295,42199,4456,7534,1897,2038,9072,13359,2035,960,370
2019,11,경기도,오산시,534,427,47632,5102,8347,2091,2266,10258,14625,2613,941,372
2019,12,경기도,오산시,1212,1017,52485,4855,9115,3452,2501,11033,15701,2882,1045,396
2019,02,경기도,용인시 기흥구,723,686,195813,12617,41786,10169,6475,31500,72571,11801,5116,3548
2019,03,경기도,용인시 기흥구,1100,1042,217815,16066,44417,8434,6376,39048,81421,12774,5447,3522
2019,04,경기도,용인시 기흥구,730,713,195166,15762,38227,6430,6293,35675,71924,11613,5490,3436
2019,05,경기도,용인시 기흥구,804,920,182065,14142,33375,7737,6249,33104,67160,11367,5056,3579
2019,06,경기도,용인시 기흥구,773,745,209086,17333,40356,7403,6804,37087,76779,12257,5685,3776
2019,07,경기도,용인시 기흥구,739,602,217967,16790,41424,13114,7693,37356,78924,13016,5779,3656
2019,08,경기도,용인시 기흥구,729,637,236249,19092,45994,11344,7447,41984,85692,14249,6257,3831
2019,09,경기도,용인시 기흥구,607,513,190777,17929,35230,6035,6074,35711,69129,11616,5515,3242
2019,10,경기도,용인시 기흥구,474,628,156231,15102,27461,5666,5032,30459,55914,9111,4524,2649
2019,11,경기도,용인시 기흥구,565,534,203605,20640,36691,6947,6129,40968,72147,11198,5340,3190
2019,12,경기도,용인시 기흥구,1187,932,209520,20955,36950,9289,6614,40337,73886,11611,5871,3291
2019,02,경기도,용인시 수지구,205,241,157580,10521,27829,7773,6510,28798,57678,10345,4892,2865
2019,03,경기도,용인시 수지구,371,592,174022,13622,28043,6684,6537,32916,66602,11067,5175,2944
2019,04,경기도,용인시 수지구,293,381,152036,11686,24494,4964,5796,29765,57485,10097,4564,2763
2019,05,경기도,용인시 수지구,285,425,138105,10214,20753,5804,5986,26620,51981,9673,4125,2592
2019,06,경기도,용인시 수지구,316,513,139609,11481,22757,4385,5755,27287,50695,8980,3981,2399
2019,07,경기도,용인시 수지구,303,463,168348,12018,25958,10914,7887,30693,61462,11184,4813,3099
2019,08,경기도,용인시 수지구,277,443,178965,13767,29415,8522,7046,33602,66689,11251,5398,2966
2019,09,경기도,용인시 수지구,182,330,147153,13446,22891,4314,5758,29547,54356,9240,4836,2480
2019,10,경기도,용인시 수지구,234,289,124432,11633,17945,4497,4831,26122,45411,7815,3782,2081
2019,11,경기도,용인시 수지구,228,380,160054,16011,23845,5463,6236,33321,57754,9399,4897,2726
2019,12,경기도,용인시 수지구,530,784,167897,16385,24557,7778,6158,34684,59467,9824,5092,2911
2019,02,경기도,용인시 처인구,538,367,63542,3605,11471,3019,3331,12842,20681,4819,2536,854
2019,03,경기도,용인시 처인구,834,752,72517,5153,12531,2729,3613,14951,23504,5331,2513,953
2019,04,경기도,용인시 처인구,504,441,62954,5180,10596,1733,3389,14295,19698,4366,2168,837
2019,05,경기도,용인시 처인구,685,591,60912,5252,9685,2197,3246,13696,19279,4317,2013,867
2019,06,경기도,용인시 처인구,605,572,68365,5994,11590,2112,3794,14746,21676,4713,2148,871
2019,07,경기도,용인시 처인구,595,553,76108,6530,12980,4250,4156,15414,24140,4986,2316,1018
2019,08,경기도,용인시 처인구,575,491,83762,7158,15262,4019,3830,17511,26340,5394,2413,1155
2019,09,경기도,용인시 처인구,518,409,62717,6969,10347,1900,2868,13671,19364,4138,2013,809
2019,10,경기도,용인시 처인구,523,392,53041,5189,8508,1874,2638,12244,15959,3820,1645,713
2019,11,경기도,용인시 처인구,463,446,65613,7093,10396,2203,2987,15036,20491,4421,1753,948
2019,12,경기도,용인시 처인구,975,896,68833,7328,10462,2889,2896,16276,20888,4671,2163,848
2019,02,경기도,의왕시,446,84,70257,6669,15858,3018,2516,12225,22665,4360,2069,798
2019,03,경기도,의왕시,776,129,74855,7860,15327,2233,2445,13917,25136,4633,2208,1012
2019,04,경기도,의왕시,530,81,69463,7205,14155,1936,2370,13506,23021,4119,2105,955
2019,05,경기도,의왕시,566,64,65226,7168,12467,2026,2266,13196,21020,4084,1989,899
2019,06,경기도,의왕시,399,61,68851,7481,13368,1970,2671,13711,22480,4385,1847,818
2019,07,경기도,의왕시,435,62,79356,8878,15427,3830,3172,15318,24531,4882,2247,849
2019,08,경기도,의왕시,424,65,83862,9665,16963,3296,2784,16272,26294,4984,2550,829
2019,09,경기도,의왕시,302,51,58930,7014,10054,1428,2188,12802,18902,3931,1831,661
2019,10,경기도,의왕시,325,35,49588,6127,7670,1567,1843,10753,16204,3210,1528,589
2019,11,경기도,의왕시,440,50,60079,7396,9966,2049,2165,13334,18957,3635,1768,730
2019,12,경기도,의왕시,1146,150,62399,7465,10073,2505,2427,13439,19498,4173,2162,565
2019,02,경기도,의정부시,2163,2716,60482,3039,11012,3879,3835,10295,20090,5102,2051,836
2019,03,경기도,의정부시,3816,4565,64728,3692,11224,3025,4230,12220,20970,5214,2085,1168
2019,04,경기도,의정부시,2666,3309,62388,3633,11037,2497,3852,12551,20303,5179,1911,910
2019,05,경기도,의정부시,2840,3631,57627,3315,9118,3338,3834,11867,18603,4656,1866,696
2019,06,경기도,의정부시,2620,3441,60490,3886,10484,2679,3727,12290,19408,4974,1903,825
2019,07,경기도,의정부시,2498,3300,59941,3772,10664,4155,3357,11379,19855,4288,1476,742
2019,08,경기도,의정부시,2790,3799,64004,3940,11272,4894,3306,12245,20375,4254,1672,778
2019,09,경기도,의정부시,2451,2651,55679,3533,9410,2643,3204,11504,18462,4178,1761,720
2019,10,경기도,의정부시,1625,1964,51134,3476,8159,2752,3153,10243,16383,4187,1775,688
2019,11,경기도,의정부시,1506,1983,56102,4318,8855,2668,3532,11612,17780,4392,1764,759
2019,12,경기도,의정부시,3404,4177,56747,3813,8657,3571,3469,11635,17867,4627,2025,775
2019,02,경기도,이천시,462,550,39357,1934,6567,2851,2510,7323,10957,3568,1087,499
2019,03,경기도,이천시,1001,982,43043,2733,7184,2307,2286,8900,12491,3527,1191,540
2019,04,경기도,이천시,736,724,39494,2598,6419,2016,2339,8720,11006,3055,1025,487
2019,05,경기도,이천시,902,825,35816,2265,5331,2106,2149,7998,9847,2871,1064,501
2019,06,경기도,이천시,938,837,39136,2623,6944,1960,2311,8384,10875,2883,1078,461
2019,07,경기도,이천시,805,753,47347,5307,7284,3600,2643,9429,12386,3346,1133,478
2019,08,경기도,이천시,804,810,51665,6382,8527,3433,2523,10360,13464,3579,1212,472
2019,09,경기도,이천시,795,669,41652,6414,6057,1812,1995,8850,11041,2718,989,457
2019,10,경기도,이천시,544,504,43010,6423,5826,1826,2236,9252,11386,3387,1009,464
2019,11,경기도,이천시,441,456,42143,6591,5601,1921,2222,9505,10617,3091,1101,413
2019,12,경기도,이천시,873,1004,43238,6455,6047,2354,2241,9757,10700,3164,1100,462
2019,02,경기도,파주시,1200,1957,16359,436,2246,1314,1229,3417,5044,1534,749,346
2019,03,경기도,파주시,2697,4067,17818,685,2212,1006,1351,3879,5745,1685,750,377
2019,04,경기도,파주시,1830,3356,15070,683,1711,684,1176,3504,4767,1335,706,396
2019,05,경기도,파주시,1694,2933,15040,608,1553,1039,1214,3148,4861,1533,626,310
2019,06,경기도,파주시,1577,2410,16825,650,2024,969,1333,3718,5360,1652,658,319
2019,07,경기도,파주시,1525,2045,18171,681,2247,1511,1347,4047,5397,1881,656,329
2019,08,경기도,파주시,1695,2222,20156,936,2940,1673,1277,4250,6147,1835,609,350
2019,09,경기도,파주시,1362,1921,15322,667,2016,608,1042,3736,4866,1395,624,319
2019,10,경기도,파주시,1416,1855,13726,536,1536,702,1086,3306,4177,1322,578,288
2019,11,경기도,파주시,1326,1913,16029,742,1688,791,1201,4108,4923,1483,669,295
2019,12,경기도,파주시,3238,4377,16818,740,1879,933,1211,4138,5098,1635,707,339
2019,02,경기도,평택시,1797,1855,123074,9063,24015,5541,5910,24688,35947,9092,2793,1056
2019,03,경기도,평택시,2772,2787,130523,10262,22193,4132,6379,29467,40371,9970,2778,1131
2019,04,경기도,평택시,1797,1881,116585,9576,18736,2851,5883,27289,35966,9137,2567,1078
2019,05,경기도,평택시,1706,1753,108452,8668,16446,3807,5485,25079,33031,9032,2440,879
2019,06,경기도,평택시,1325,1402,116744,9628,19697,3089,6291,27083,34590,8309,2434,952
2019,07,경기도,평택시,1222,1299,136993,11077,22996,7079,7091,30873,40525,9762,2579,990
2019,08,경기도,평택시,1450,1502,136607,11622,24396,5445,6278,31164,40681,9404,2661,1038
2019,09,경기도,평택시,1017,1050,100146,9002,16239,2647,4985,24324,30245,7365,2091,742
2019,10,경기도,평택시,816,873,100282,9124,15122,3254,5188,24655,29310,7470,2067,719
2019,11,경기도,평택시,1048,1253,113614,11130,16814,3843,5484,28059,32810,7953,2345,805
2019,12,경기도,평택시,2415,2752,117463,11177,18187,4729,6007,28058,34014,8149,2416,889
2019,02,경기도,포천시,543,273,14977,343,2388,1067,1264,3107,3885,1257,888,227
2019,03,경기도,포천시,1077,631,16356,757,1883,1140,1466,3806,4040,1519,869,237
2019,04,경기도,포천시,753,433,15859,731,1682,1058,1450,4006,3757,1400,791,245
2019,05,경기도,포천시,821,387,14221,651,1415,1074,1355,3383,3529,1284,777,192
2019,06,경기도,포천시,791,339,15800,844,1877,957,1420,3659,3976,1421,754,204
2019,07,경기도,포천시,864,238,17514,645,2128,2465,1503,3946,3827,1494,799,236
2019,08,경기도,포천시,878,258,19478,847,2782,2150,1626,4366,4480,1458,792,252
2019,09,경기도,포천시,597,280,14319,799,1743,972,1442,3338,3463,1245,571,196
2019,10,경기도,포천시,456,210,13318,721,1567,961,1190,3376,3104,1193,595,125
2019,11,경기도,포천시,525,252,14518,903,1831,920,1287,3491,3585,1100,729,201
2019,12,경기도,포천시,803,357,14973,715,1608,1418,1401,3664,3405,1248,790,294
2019,02,경기도,화성시,904,697,210805,20701,43438,10618,7108,42609,67390,10081,4036,1646
2019,03,경기도,화성시,1821,1724,233253,26157,43887,9101,7415,49385,75119,10734,4385,1724
2019,04,경기도,화성시,1276,1095,218062,26802,40102,6834,7316,49081,68645,9804,3567,1440
2019,05,경기도,화성시,1443,1257,216406,28272,37096,8772,7502,49465,66908,9071,3772,1433
2019,06,경기도,화성시,1406,1215,235386,29476,41375,7805,8488,51760,72933,10131,3848,1572
2019,07,경기도,화성시,1286,1208,262380,33954,45695,15687,9476,55908,79893,11194,4549,1661
2019,08,경기도,화성시,1447,1418,275870,35274,50178,14032,8966,59937,85793,12035,4866,1479
2019,09,경기도,화성시,1436,1166,228850,32553,37151,7273,7379,54581,70050,9891,4229,1430
2019,10,경기도,화성시,866,830,245176,36646,39045,8243,8114,59319,73626,10016,4306,1728
2019,11,경기도,화성시,759,932,245635,36847,39055,8378,7944,59797,72702,10055,4250,1591
2019,12,경기도,화성시,1612,1772,257968,38936,39700,11809,8670,61939,74519,10756,4512,1561
2019,02,경상남도,거제시,541,491,34076,4593,8092,1674,1007,9290,7405,1378,431,121
2019,03,경상남도,거제시,825,795,38209,5435,8400,1072,959,10788,9282,1478,519,202
2019,04,경상남도,거제시,600,607,34617,5334,7630,598,875,10305,7923,1331,379,155
2019,05,경상남도,거제시,713,724,31963,4667,6768,909,886,8798,7835,1302,397,207
2019,06,경상남도,거제시,679,681,36257,5424,7784,996,1012,10018,8816,1430,427,140
2019,07,경상남도,거제시,686,701,41597,6077,8561,2546,1217,11156,9610,1553,507,160
2019,08,경상남도,거제시,672,753,46438,6260,10890,2357,1124,12282,10711,1824,593,175
2019,09,경상남도,거제시,509,565,32213,5026,6637,716,826,9675,7526,1173,448,127
2019,10,경상남도,거제시,646,669,32465,5241,6330,977,815,9581,7423,1359,435,133
2019,11,경상남도,거제시,640,717,34650,5873,7065,1014,1007,10000,7744,1270,405,173
2019,12,경상남도,거제시,906,1013,36814,6133,7503,1404,1167,10308,8153,1366,540,136
2019,02,경상남도,거창군,129,119,6383,13,956,895,456,1098,1585,757,407,155
2019,03,경상남도,거창군,290,224,6528,63,842,729,434,1328,1825,755,405,141
2019,04,경상남도,거창군,210,159,6057,52,874,327,414,1309,1796,762,373,88
2019,05,경상남도,거창군,164,129,5056,25,544,635,396,914,1510,600,310,64
2019,06,경상남도,거창군,221,131,6280,32,781,705,536,1154,1780,843,336,113
2019,07,경상남도,거창군,173,134,8112,62,1038,1218,670,1471,1979,911,579,117
2019,08,경상남도,거창군,227,197,8873,83,1622,1194,567,1563,2355,839,521,114
2019,09,경상남도,거창군,247,192,5944,95,909,511,414,1307,1424,670,470,92
2019,10,경상남도,거창군,511,296,4895,76,796,420,321,1004,1276,579,323,48
2019,11,경상남도,거창군,857,493,5905,121,1008,640,365,1177,1469,728,308,86
2019,12,경상남도,거창군,799,656,7001,121,1080,752,547,1488,1714,711,430,108
2019,02,경상남도,김해시,1342,1207,88573,7392,16232,5855,3941,18316,26704,5553,2538,960
2019,03,경상남도,김해시,2851,2769,101272,9270,18381,4558,4029,22102,31871,6181,2680,1153
2019,04,경상남도,김해시,1970,1867,96642,9360,16822,3570,3748,22110,30707,5831,2370,1004
2019,05,경상남도,김해시,2294,2273,93339,8985,15779,5034,3477,20887,29276,5612,2289,1113
2019,06,경상남도,김해시,2067,2098,100535,9698,16987,4248,3844,21089,29476,5670,2368,1018
2019,07,경상남도,김해시,2066,2308,110533,9904,19983,7790,4464,23487,34048,6088,2562,1116
2019,08,경상남도,김해시,2263,2630,122236,11374,24643,6958,4269,25725,37968,6441,2536,1023
2019,09,경상남도,김해시,1445,1299,84084,8606,14579,3472,3036,19221,26103,5015,2040,790
2019,10,경상남도,김해시,1875,1740,71739,7584,11989,3134,2675,16804,22128,3997,1712,622
2019,11,경상남도,김해시,1991,1925,78880,9115,13899,3344,2594,18977,24008,3658,1789,657
2019,12,경상남도,김해시,5030,4864,80294,9486,13982,3868,2775,18504,23895,4045,1824,590
2019,02,경상남도,밀양시,606,479,10563,612,1841,900,711,1690,2578,941,860,332
2019,03,경상남도,밀양시,903,628,12140,722,2269,628,709,2321,2920,1001,1024,349
2019,04,경상남도,밀양시,626,429,10918,667,1845,330,797,2152,2887,995,840,306
2019,05,경상남도,밀양시,642,409,10167,542,1594,748,825,1926,2342,879,853,307
2019,06,경상남도,밀양시,596,407,10850,745,1902,626,802,1947,2591,927,891,282
2019,07,경상남도,밀양시,617,442,12122,747,1951,1245,808,1977,2851,1127,921,297
2019,08,경상남도,밀양시,744,488,15047,1134,2871,1130,835,2618,3697,1107,1055,367
2019,09,경상남도,밀양시,422,295,7527,606,1165,342,537,1409,1879,636,626,187
2019,10,경상남도,밀양시,690,381,9520,818,1432,642,541,1810,2429,755,782,253
2019,11,경상남도,밀양시,1020,518,10246,879,1673,527,652,1932,2571,792,806,289
2019,12,경상남도,밀양시,1314,1013,11021,894,1768,828,627,1928,2874,801,908,263
2019,02,경상남도,양산시,1288,994,43078,3108,7202,2303,2153,7975,12462,3337,1600,604
2019,03,경상남도,양산시,2045,1715,46666,3539,8409,1916,2196,9104,14212,3681,1847,694
2019,04,경상남도,양산시,1224,1097,44623,3706,7551,1515,2129,8986,13614,3127,1459,573
2019,05,경상남도,양산시,1111,1080,34798,2619,5051,1794,1990,7282,10397,2898,1398,519
2019,06,경상남도,양산시,991,931,47993,3776,7766,2175,2438,9004,13869,3603,1593,683
2019,07,경상남도,양산시,980,851,51052,4258,8432,3359,2571,9658,14949,3684,1933,694
2019,08,경상남도,양산시,949,817,58953,5582,10894,3094,2328,11701,17057,4116,2141,758
2019,09,경상남도,양산시,763,708,44109,4380,7295,1596,1999,8667,12129,2976,1751,569
2019,10,경상남도,양산시,837,795,36190,3962,5646,1419,1890,7707,10230,2651,1430,480
2019,11,경상남도,양산시,1016,924,45062,4958,6883,2006,2045,9258,12704,3176,1760,633
2019,12,경상남도,양산시,2564,2216,46982,5183,7306,2645,2045,9388,13290,3499,1823,632
2019,02,경상남도,진주시,2147,2258,53257,6149,12054,3957,3016,7566,13207,3726,1982,627
2019,03,경상남도,진주시,3287,3705,60960,8397,13588,3622,3002,9208,15327,4466,1835,662
2019,04,경상남도,진주시,2157,2395,56561,8117,12653,2244,2674,9448,14445,3839,1853,522
2019,05,경상남도,진주시,2435,2741,56813,8025,11974,3169,2930,9176,14354,3896,1923,553
2019,06,경상남도,진주시,2160,2427,57626,8274,12329,2644,2955,9145,15010,3658,2242,539
2019,07,경상남도,진주시,2017,2247,67403,9411,14042,4999,3628,10354,16821,4235,2222,641
2019,08,경상남도,진주시,2027,2350,70769,10263,16659,4398,3116,10966,17205,4105,2327,794
2019,09,경상남도,진주시,1141,1341,49390,8508,9611,2042,2306,8640,12095,3082,1837,526
2019,10,경상남도,진주시,1256,1474,47483,8040,8967,1901,2057,9089,11741,2839,1653,478
2019,11,경상남도,진주시,1845,2036,60789,9995,11978,2635,2810,11142,15112,3548,2087,592
2019,12,경상남도,진주시,3727,4108,65292,10167,12773,3624,2706,11955,16297,4027,2138,651
2019,02,경상남도,창원시 의창구,730,619,0,0,0,0,0,0,0,0,0,0
2019,03,경상남도,창원시 의창구,1275,1045,0,0,0,0,0,0,0,0,0,0
2019,04,경상남도,창원시 의창구,942,832,0,0,0,0,0,0,0,0,0,0
2019,05,경상남도,창원시 의창구,969,911,0,0,0,0,0,0,0,0,0,0
2019,06,경상남도,창원시 의창구,788,680,0,0,0,0,0,0,0,0,0,0
2019,07,경상남도,창원시 의창구,698,578,0,0,0,0,0,0,0,0,0,0
2019,08,경상남도,창원시 의창구,809,707,0,0,0,0,0,0,0,0,0,0
2019,09,경상남도,창원시 의창구,517,436,0,0,0,0,0,0,0,0,0,0
2019,10,경상남도,창원시 의창구,626,654,0,0,0,0,0,0,0,0,0,0
2019,11,경상남도,창원시 의창구,773,743,0,0,0,0,0,0,0,0,0,0
2019,12,경상남도,창원시 의창구,1632,1500,0,0,0,0,0,0,0,0,0,0
2019,02,경상남도,통영시,826,850,19391,180,3975,1202,943,4481,5426,1390,610,277
2019,03,경상남도,통영시,1281,1216,22182,522,4344,1010,905,5530,6624,1250,718,222
2019,04,경상남도,통영시,986,1004,21384,599,3993,696,896,5772,6385,1157,717,187
2019,05,경상남도,통영시,1097,1148,19916,587,3434,915,769,5435,5840,1093,673,224
2019,06,경상남도,통영시,1132,1209,22078,600,4160,818,976,5891,6601,1292,700,209
2019,07,경상남도,통영시,923,1024,26200,692,4776,2184,1179,6444,7392,1463,793,249
2019,08,경상남도,통영시,1107,1148,27485,1005,5771,1623,1011,6844,7910,1282,870,289
2019,09,경상남도,통영시,571,591,19476,626,3491,810,836,5391,5616,1086,559,217
2019,10,경상남도,통영시,766,749,16342,561,2714,753,692,4575,4718,982,460,195
2019,11,경상남도,통영시,1075,1043,19916,646,3323,927,930,5740,5647,1090,468,215
2019,12,경상남도,통영시,1939,1867,21664,714,3840,1318,940,5705,6034,1282,608,255
2019,02,경상북도,경산시,1284,956,12138,1587,2544,818,538,2025,3046,710,585,154
2019,03,경상북도,경산시,2665,3449,12219,1745,2249,741,583,2251,3019,838,540,78
2019,04,경상북도,경산시,1681,1505,10506,1640,1867,474,608,2164,2404,714,412,103
2019,05,경상북도,경산시,1455,1003,10386,1517,1753,819,521,2046,2405,740,359,98
2019,06,경상북도,경산시,1332,871,11262,1671,1883,903,523,2233,2742,647,401,138
2019,07,경상북도,경산시,1224,865,12920,1868,2379,1134,611,2428,2872,849,479,128
2019,08,경상북도,경산시,1126,687,14998,2077,3517,1091,583,2573,3430,856,561,127
2019,09,경상북도,경산시,760,1088,10482,1732,1911,540,501,2032,2338,788,441,98
2019,10,경상북도,경산시,843,680,8138,1205,1255,644,363,1535,1972,593,376,101
2019,11,경상북도,경산시,2035,1471,10397,1868,1661,730,461,2056,2375,619,382,103
2019,12,경상북도,경산시,1829,1464,10380,1858,1607,644,457,1988,2361,725,426,157
2019,02,경상북도,경주시,910,787,35929,2916,6721,2246,1747,5640,10324,3064,2054,599
2019,03,경상북도,경주시,1906,1891,38397,3254,6736,2025,1929,6680,11169,3467,2062,544
2019,04,경상북도,경주시,1415,1407,36437,3744,5848,1519,1943,6584,10617,3285,1836,493
2019,05,경상북도,경주시,1240,1283,33458,3102,4859,1662,1818,6107,9908,3204,1773,469
2019,06,경상북도,경주시,1108,999,37308,3763,6050,2036,1793,6606,10457,3306,1978,658
2019,07,경상북도,경주시,1010,900,42355,3963,7105,2990,2223,7099,11691,3867,2173,677
2019,08,경상북도,경주시,1053,1007,45912,4591,8358,2956,2219,7404,12686,4024,2438,633
2019,09,경상북도,경주시,930,706,32860,3594,5070,1464,1609,5962,9106,3106,1750,517
2019,10,경상북도,경주시,1143,1210,34673,3915,4783,1746,1782,6563,9616,3056,1942,589
2019,11,경상북도,경주시,1488,1391,35300,4294,5223,1798,1744,6783,9390,2951,1735,649
2019,12,경상북도,경주시,1729,1540,36210,4262,5383,1801,1822,6412,9823,3353,2035,710
2019,02,경상북도,고령군,212,94,1757,76,488,114,145,281,364,217,41,31
2019,03,경상북도,고령군,420,141,1710,170,422,54,131,292,369,189,47,36
2019,04,경상북도,고령군,202,72,1752,196,405,67,120,333,370,187,35,39
2019,05,경상북도,고령군,208,83,1915,258,378,84,96,320,514,173,40,49
2019,06,경상북도,고령군,190,67,1889,252,424,118,81,294,451,169,60,40
2019,07,경상북도,고령군,197,103,1900,137,445,218,127,264,419,201,49,40
2019,08,경상북도,고령군,174,99,1904,149,458,112,72,276,470,221,54,86
2019,09,경상북도,고령군,137,55,1472,129,369,79,68,218,417,132,22,38
2019,10,경상북도,고령군,237,118,1581,210,271,80,112,341,331,172,30,34
2019,11,경상북도,고령군,463,282,1596,190,292,60,108,287,403,184,47,25
2019,12,경상북도,고령군,461,202,1547,188,363,75,86,179,417,161,41,37
2019,02,경상북도,구미시,1277,1368,56028,3466,8613,3928,3476,13585,16414,4097,1759,329
2019,03,경상북도,구미시,2542,2797,60537,4465,9281,2609,3078,15743,18467,4361,1773,338
2019,04,경상북도,구미시,1462,1562,55430,4443,8073,1718,2834,15095,16828,4045,1759,286
2019,05,경상북도,구미시,1248,1417,53469,4401,7350,2628,3055,14373,15468,3770,1589,250
2019,06,경상북도,구미시,1140,1236,58251,4804,8435,2864,3381,15602,17156,3778,1633,214
2019,07,경상북도,구미시,1093,1170,71129,4947,9761,5549,4303,17662,21250,4667,2200,320
2019,08,경상북도,구미시,1141,1293,74721,5470,11673,4743,3969,19125,21716,5112,2106,359
2019,09,경상북도,구미시,810,883,57900,4879,7869,2417,3029,16464,16828,4093,1642,232
2019,10,경상북도,구미시,1066,1083,57889,4840,7902,2809,3132,15728,16647,4360,1620,250
2019,11,경상북도,구미시,1459,1481,57406,5033,7441,2968,3406,15944,16209,3891,1670,287
2019,12,경상북도,구미시,2153,2424,62378,5467,8424,3950,3529,16454,17551,4380,1719,300
2019,02,경상북도,안동시,1069,1028,12377,1253,2712,624,347,2223,4298,537,267,116
2019,03,경상북도,안동시,2671,2787,13732,1534,2965,512,335,2776,4547,632,349,81
2019,04,경상북도,안동시,1938,1852,11170,1314,2302,295,252,2400,3724,530,297,54
2019,05,경상북도,안동시,1508,1390,10415,1348,2025,371,260,2240,3365,564,191,51
2019,06,경상북도,안동시,1249,1134,11745,1399,2469,455,260,2541,3824,543,185,67
2019,07,경상북도,안동시,1372,1262,14779,1571,3229,789,407,3239,4518,618,358,48
2019,08,경상북도,안동시,1063,984,17050,1722,4248,689,347,3682,5372,576,295,118
2019,09,경상북도,안동시,993,967,11821,1478,2656,291,222,2720,3661,452,269,70
2019,10,경상북도,안동시,1425,1407,8214,937,1871,288,109,2089,2437,337,109,37
2019,11,경상북도,안동시,2131,2069,9423,1346,2035,333,99,2461,2735,297,106,11
2019,12,경상북도,안동시,2833,2778,10775,1512,2415,408,161,2796,2992,334,126,30
2019,02,경상북도,영천시,1058,928,7038,733,978,601,532,1255,1752,703,363,77
2019,03,경상북도,영천시,2271,1851,8469,951,1179,644,573,1677,2082,833,383,111
2019,04,경상북도,영천시,1358,1131,7574,961,1093,396,485,1523,1868,784,328,116
2019,05,경상북도,영천시,1017,823,7571,799,1032,461,506,1619,1963,670,326,118
2019,06,경상북도,영천시,893,676,9100,936,1356,600,739,2099,2073,762,354,107
2019,07,경상북도,영천시,901,683,9688,907,1233,934,704,2200,2180,856,477,110
2019,08,경상북도,영천시,838,567,11161,1246,1635,845,797,2483,2550,901,484,159
2019,09,경상북도,영천시,746,601,7610,943,955,393,653,1797,1797,635,315,62
2019,10,경상북도,영천시,1174,883,6127,788,694,420,498,1412,1473,512,238,75
2019,11,경상북도,영천시,1118,881,7826,1021,876,638,641,1688,1770,689,381,88
2019,12,경상북도,영천시,1653,1335,9107,1149,1012,686,714,2356,1951,750,306,131
2019,02,경상북도,예천군,546,459,0,0,0,0,0,0,0,0,0,0
2019,03,경상북도,예천군,1163,995,0,0,0,0,0,0,0,0,0,0
2019,04,경상북도,예천군,727,641,0,0,0,0,0,0,0,0,0,0
2019,05,경상북도,예천군,487,389,0,0,0,0,0,0,0,0,0,0
2019,06,경상북도,예천군,282,214,0,0,0,0,0,0,0,0,0,0
2019,07,경상북도,예천군,182,98,0,0,0,0,0,0,0,0,0,0
2019,08,경상북도,예천군,154,125,0,0,0,0,0,0,0,0,0,0
2019,09,경상북도,예천군,256,192,0,0,0,0,0,0,0,0,0,0
2019,10,경상북도,예천군,417,365,648,45,41,12,26,236,226,39,21,2
2019,11,경상북도,예천군,482,419,11374,1499,1746,411,498,3312,3004,599,243,62
2019,12,경상북도,예천군,392,320,14680,2136,2308,426,645,4033,3926,771,348,87
2019,02,경상북도,울진군,859,851,6662,710,800,198,250,737,1377,561,435,72
2019,03,경상북도,울진군,1927,1862,6361,756,696,128,234,891,1243,461,627,93
2019,04,경상북도,울진군,1263,1264,6589,792,699,101,219,704,1445,475,604,60
2019,05,경상북도,울진군,1057,1052,6766,763,656,126,257,680,1398,494,558,83
2019,06,경상북도,울진군,762,753,6724,602,745,170,260,829,1573,416,526,72
2019,07,경상북도,울진군,561,551,8018,816,871,213,350,835,1539,578,536,87
2019,08,경상북도,울진군,498,487,7818,887,831,183,326,866,1696,562,537,126
2019,09,경상북도,울진군,472,450,6899,767,657,87,256,778,1438,473,387,82
2019,10,경상북도,울진군,548,516,5385,585,462,98,179,852,1140,392,309,83
2019,11,경상북도,울진군,650,630,6190,590,569,124,238,982,980,458,387,98
2019,12,경상북도,울진군,845,821,6224,743,611,154,183,1046,1194,444,347,93
2019,02,경상북도,의성군,264,141,1077,79,135,75,61,158,123,126,107,78
2019,03,경상북도,의성군,843,546,793,67,60,66,50,121,156,138,60,53
2019,04,경상북도,의성군,557,408,804,78,72,48,51,104,169,117,75,50
2019,05,경상북도,의성군,394,232,887,75,100,64,80,119,123,108,87,42
2019,06,경상북도,의성군,318,206,792,54,64,50,77,145,172,112,34,39
2019,07,경상북도,의성군,215,103,974,86,104,77,63,181,167,101,72,83
2019,08,경상북도,의성군,233,115,1204,82,196,73,60,215,227,120,106,62
2019,09,경상북도,의성군,240,153,612,42,67,24,47,82,182,80,39,17
2019,10,경상북도,의성군,325,221,709,33,69,62,31,96,192,116,62,16
2019,11,경상북도,의성군,265,150,807,68,88,29,87,165,169,126,34,13
