SRLNUM,MRHST_NM,MRHST_LA,MRHST_LO,MRHST_CTPRVN_CD,MRHST_CTPRVN_NM,MRHST_SIGNGU_CD,MRHST_SIGNGU_NM,MRHST_ADSTRD_CD,MRHST_ADSTRD_NM,MRHST_FLAG_CD,MRHST_FLAG_CD_NM
14,GS25 R부산동구2점,35.1366373,129.0650449,21,부산광역시,21030,동구,2103071,범일1동,B,급식카드가맹점
15,GS25 R부산동구3점,35.1366373,129.0650449,21,부산광역시,21030,동구,2103071,범일1동,B,급식카드가맹점
16,GS25 R부산연제4점,35.1877482,129.0793316,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
17,GS25 S경성부경대역점,35.1372882,129.1016457,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
18,GS25 S부산광안역점,35.1583292,129.1168234,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
19,GS25 S부산명륜역점,35.2125712,129.0797129,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
20,GS25 S부산벡스코역점,35.1682401,129.1396377,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
21,GS25 S부산자갈치역점,35.0974087,129.0265881,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
22,GS25 S부산해운대역점,35.1612004,129.1568564,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
23,GS25 S서면역점,35.1577510,129.0600463,21,부산광역시,21050,부산진구,2105052,부전2동,B,급식카드가맹점
24,GS25 S센텀시티역점,35.1702183,129.1341428,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
25,GS25 S연산역점,35.1891243,129.0808576,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
26,GS25 S장산역점,35.1710911,129.1793647,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
27,GS25 S토성역점,35.1008955,129.0198967,21,부산광역시,21020,서구,2102064,충무동,B,급식카드가맹점
28,GS25 W타워점,35.1601316,129.1613979,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
29,GS25 가덕도점,35.0305949,128.8136363,21,부산광역시,21120,강서구,2112058,가덕도동,B,급식카드가맹점
30,GS25 가야가평점,35.1502502,129.0244994,21,부산광역시,21050,부산진구,2105074,개금1동,B,급식카드가맹점
31,GS25 가야공원점,35.1503871,129.0298211,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
32,GS25 가야그린점,35.1516472,129.0378723,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
33,GS25 가야드림점,35.1563148,129.0438361,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
34,GS25 가야사랑점,35.1497879,129.0364040,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
35,GS25 가야점,35.1546266,129.0375067,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
36,GS25 가야참빛점,35.1487642,129.0344445,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
37,GS25 감만동일점,35.1196243,129.0825486,21,부산광역시,21070,남구,2107062,감만1동,B,급식카드가맹점
38,GS25 감만점,35.1159575,129.0818298,21,부산광역시,21070,남구,2107062,감만1동,B,급식카드가맹점
39,GS25 감만현대점,35.1142179,129.0840548,21,부산광역시,21070,남구,2107062,감만1동,B,급식카드가맹점
40,GS25 감전고려점,35.1559440,128.9768726,21,부산광역시,21150,사상구,2115065,감전동,B,급식카드가맹점
41,GS25 감전대동점,35.1553616,128.9868250,21,부산광역시,21150,사상구,2115065,감전동,B,급식카드가맹점
42,GS25 감전밸리점,35.1546478,128.9861204,21,부산광역시,21150,사상구,2115065,감전동,B,급식카드가맹점
43,GS25 감천유림점,35.0906622,128.9975168,21,부산광역시,21100,사하구,2110065,감천1동,B,급식카드가맹점
44,GS25 감천한우리점,35.0863223,129.0055256,21,부산광역시,21100,사하구,2110065,감천1동,B,급식카드가맹점
45,GS25 감천한일점,35.0800139,129.0056595,21,부산광역시,21100,사하구,2110065,감천1동,B,급식카드가맹점
46,GS25 강변동원점,35.1675597,128.9781336,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
47,GS25 강서공항로점,35.1946418,128.9628322,21,부산광역시,21120,강서구,2112052,대저2동,B,급식카드가맹점
48,GS25 강서대로점,35.1204579,128.8929765,21,부산광역시,21120,강서구,2112056,녹산동,B,급식카드가맹점
49,GS25 강서명지점,35.0830186,128.9039621,21,부산광역시,21120,강서구,2112059,명지1동,B,급식카드가맹점
50,GS25 강서범방점,35.1485457,128.8809658,21,부산광역시,21120,강서구,2112056,녹산동,B,급식카드가맹점
51,GS25 강서신덕점,35.1955256,128.9246483,21,부산광역시,21120,강서구,2112053,강동동,B,급식카드가맹점
52,GS25 강서퀸덤점,35.0885623,128.8992233,21,부산광역시,21120,강서구,2112059,명지1동,B,급식카드가맹점
53,GS25 개금동서점,35.1558101,129.0224343,21,부산광역시,21050,부산진구,2105074,개금1동,B,급식카드가맹점
54,GS25 개금백병원점,35.1455292,129.0196608,21,부산광역시,21050,부산진구,2105074,개금1동,B,급식카드가맹점
55,GS25 개금원룸점,35.1514135,129.0224115,21,부산광역시,21050,부산진구,2105074,개금1동,B,급식카드가맹점
821,구포제면소,35.2092420,129.0025450,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
56,GS25 개금플라워점,35.1511361,129.0200380,21,부산광역시,21050,부산진구,2105074,개금1동,B,급식카드가맹점
57,GS25 거제대우점,35.1920255,129.0664105,21,부산광역시,21130,연제구,2113051,거제1동,B,급식카드가맹점
58,GS25 경성중앙점,35.1365892,129.0990388,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
59,GS25 고관점,35.1259729,129.0444562,21,부산광역시,21030,동구,2103057,수정2동,B,급식카드가맹점
60,GS25 고신의과대학점,35.0809636,129.0139595,21,부산광역시,21020,서구,2102068,암남동,B,급식카드가맹점
61,GS25 광복로점,35.0984002,129.0345420,21,부산광역시,21010,중구,2101057,광복동,B,급식카드가맹점
62,GS25 광복센타점,35.0985793,129.0304994,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
63,GS25 광복점,35.0999272,129.0351071,21,부산광역시,21010,중구,2101052,동광동,B,급식카드가맹점
64,GS25 광안골드로즈점,35.1633784,129.1147965,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
65,GS25 광안대로점,35.1698091,129.1112529,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
66,GS25 광안목화점,35.1555695,129.1221815,21,부산광역시,21140,수영구,2114060,민락동,B,급식카드가맹점
67,GS25 광안세종점,35.1493201,129.1131978,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
68,GS25 광안수영로점,35.1580416,129.1181825,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
69,GS25 광안역점,35.1574277,129.1136243,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
70,GS25 광안유림점,35.1572768,129.1125056,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
71,GS25 광안한바다점,35.1566462,129.1163426,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
72,GS25 광안한빛점,35.1628791,129.1139718,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
73,GS25 광안해변로점,35.1488359,129.1146782,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
74,GS25 광안해변점,35.1542986,129.1190562,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
75,GS25 괘법공원점,35.1639812,128.9862272,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
76,GS25 괘법광장점,35.1626268,128.9849405,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
77,GS25 괘법덕포점,35.1653655,128.9840874,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
78,GS25 괘법미래점,35.1659012,128.9794426,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
79,GS25 괘법세롬점,35.1590219,128.9854596,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
80,GS25 괘법스타점,35.1644194,128.9852715,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
81,GS25 괘법점,35.1669211,128.9825451,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
82,GS25 괘법중앙점,35.1632282,128.9849400,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
83,GS25 괘법카멜롯점,35.1663988,128.9886210,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
84,GS25 괘법희망점,35.1641400,128.9844656,21,부산광역시,21150,사상구,2115057,괘법동,B,급식카드가맹점
85,GS25 괴정뉴코아점,35.0995700,128.9931890,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
86,GS25 괴정럭키점,35.1013045,128.9812027,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
87,GS25 괴정사거리점,35.0943642,128.9929193,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
88,GS25 괴정사남점,35.0964064,128.9850793,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
89,GS25 괴정스타점,35.1052936,128.9986446,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
90,GS25 괴정오성점,35.0968463,128.9774886,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
91,GS25 괴정점,35.1004456,128.9934487,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
92,GS25 괴정크로바점,35.0964078,128.9940163,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
93,GS25 괴정한일점,35.1039202,129.0058764,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
94,GS25 교대학사점,35.1964877,129.0741436,21,부산광역시,21130,연제구,2113051,거제1동,B,급식카드가맹점
95,GS25 교리주공점,35.2529590,129.2139274,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
96,GS25 구만덕점,35.2141895,129.0321517,21,부산광역시,21080,북구,2108059,만덕1동,B,급식카드가맹점
97,GS25 구명역점,35.2026899,128.9997327,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
98,GS25 구서SK점,35.2444505,129.0857750,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
99,GS25 구서골드점,35.2474485,129.0966754,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
100,GS25 구서롯데캐슬점,35.2506004,129.0861771,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
101,GS25 구서삼백점,35.2452423,129.0926574,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
102,GS25 구서역점,35.2465205,129.0916384,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
103,GS25 구서참빛점,35.2428014,129.0895258,21,부산광역시,21110,금정구,2111069,구서1동,B,급식카드가맹점
104,GS25 구평공단점,35.0551079,128.9953713,21,부산광역시,21100,사하구,2110064,구평동,B,급식카드가맹점
105,GS25 구평등대점,35.0481010,128.9998897,21,부산광역시,21100,사하구,2110064,구평동,B,급식카드가맹점
106,GS25 구포동성점,35.1987771,129.0081011,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
107,GS25 구포마리점,35.1997903,128.9968035,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
108,GS25 구포만세점,35.1969803,129.0115900,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
109,GS25 구포시랑점,35.1998294,129.0056537,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
110,GS25 구포시장점,35.2104093,129.0031022,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
111,GS25 구포역점,35.2059589,128.9971295,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
112,GS25 구포점,35.2089939,129.0018406,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
113,GS25 구포행복점,35.2063421,129.0008056,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
114,GS25 국제외고점,35.1636873,129.1448642,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
115,GS25 금곡뜨란채점,35.2497387,129.0134722,21,부산광역시,21080,북구,2108054,금곡동,B,급식카드가맹점
116,GS25 금곡삼정점,35.2588935,129.0141936,21,부산광역시,21080,북구,2108054,금곡동,B,급식카드가맹점
117,GS25 금사대우점,35.2145555,129.1172152,21,부산광역시,21110,금정구,2111073,금사회동동,B,급식카드가맹점
118,GS25 금사사랑점,35.2212964,129.1127533,21,부산광역시,21110,금정구,2111073,금사회동동,B,급식카드가맹점
119,GS25 금정구청점,35.2430891,129.0940884,21,부산광역시,21110,금정구,2111058,부곡2동,B,급식카드가맹점
120,GS25 금정점,35.2381060,129.0872824,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
121,GS25 기장골드점,35.2456647,129.2169276,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
122,GS25 기장교리1호점,35.2529303,129.2164554,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
123,GS25 기장궁전점,35.2420036,129.2100994,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
124,GS25 기장대청점,35.2387752,129.2151977,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
125,GS25 기장도서관점,35.2490992,129.2178575,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
126,GS25 기장동부점,35.2452900,129.2153506,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
127,GS25 기장번영점,35.2421280,129.2133287,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
128,GS25 기장삼정그린점,35.2044078,129.2073280,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
129,GS25 기장우신점,35.2384652,129.2226625,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
130,GS25 기장원자력의학원점,35.3214002,129.2435492,21,부산광역시,21310,기장군,2131012,장안읍,B,급식카드가맹점
131,GS25 기장의학원위성점,35.3214002,129.2435492,21,부산광역시,21310,기장군,2131012,장안읍,B,급식카드가맹점
132,GS25 기장장안사점,35.3409696,129.2515940,21,부산광역시,21310,기장군,2131012,장안읍,B,급식카드가맹점
133,GS25 기장점,35.2417164,129.2153626,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
134,GS25 기장차성로점,35.2568505,129.2190072,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
135,GS25 기장차성점,35.2367387,129.2134283,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
136,GS25 기장창기점,35.2355688,129.2170401,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
137,GS25 기장청강점,35.2413684,129.2182520,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
138,GS25 기장한길점,35.2346996,129.2183018,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
139,GS25 기장한신점,35.2478321,129.2140207,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
140,GS25 기장햇살점,35.2518237,129.2169881,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
141,GS25 까치고개점,35.1032155,129.0032115,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
142,GS25 꿈에그린2호점,35.1987105,129.1202573,21,부산광역시,21090,해운대구,2109070,반여1동,B,급식카드가맹점
143,GS25 꿈에그린점,35.1987105,129.1202573,21,부산광역시,21090,해운대구,2109070,반여1동,B,급식카드가맹점
144,GS25 남산범어점,35.2696981,129.0915185,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
145,GS25 남산삼성점,35.2614153,129.0937695,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
146,GS25 남산삼한점,35.2607357,129.0896180,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
147,GS25 남산역점,35.2665472,129.0930879,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
148,GS25 남산점,35.2692959,129.0854222,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
149,GS25 남산중앙점,35.2638351,129.0885958,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
150,GS25 남산참빛점,35.2671170,129.0889357,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
151,GS25 남천강안점,35.1487701,129.1104763,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
152,GS25 남천바다점,35.1462075,129.1107834,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
153,GS25 남천봉황점,35.1410177,129.1104500,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
154,GS25 남천역점,35.1415572,129.1076478,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
155,GS25 남천코오롱점,35.1483587,129.1113127,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
156,GS25 남포광장점,35.0987819,129.0273625,21,부산광역시,21010,중구,2101056,부평동,B,급식카드가맹점
157,GS25 남포역점,35.1006907,129.0357567,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
158,GS25 남포제일점,35.0983072,129.0254939,21,부산광역시,21010,중구,2101056,부평동,B,급식카드가맹점
159,GS25 남항시장점,35.0908262,129.0407339,21,부산광역시,21040,영도구,2104053,남항동,B,급식카드가맹점
160,GS25 남항점,35.0898032,129.0381151,21,부산광역시,21040,영도구,2104053,남항동,B,급식카드가맹점
161,GS25 노블리안점,35.1047917,129.0367199,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
162,GS25 노포1호점,35.2846867,129.0954801,21,부산광역시,21110,금정구,2111067,청룡노포동,B,급식카드가맹점
163,GS25 노포2호점,35.2846867,129.0954801,21,부산광역시,21110,금정구,2111067,청룡노포동,B,급식카드가맹점
164,GS25 녹산공단점,35.0853369,128.8425250,21,부산광역시,21120,강서구,2112056,녹산동,B,급식카드가맹점
165,GS25 뉴강서역점,35.2127671,128.9822138,21,부산광역시,21120,강서구,2112051,대저1동,B,급식카드가맹점
166,GS25 뉴괴정일번지점,35.0997469,128.9985749,21,부산광역시,21100,사하구,2110051,괴정1동,B,급식카드가맹점
167,GS25 뉴부산시청점,35.1817557,129.0740773,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
168,GS25 다대대진점,35.0603587,128.9808066,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
169,GS25 다대블루점,35.0574598,128.9735326,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
170,GS25 다대비치점,35.0481397,128.9668617,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
171,GS25 다대삼거리점,35.0616323,128.9836517,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
172,GS25 다대성원점,35.0498163,128.9698714,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
173,GS25 다대씨파크점,35.0554633,128.9714852,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
174,GS25 다대중사거리점,35.0575334,128.9698437,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
175,GS25 다대캐슬점,35.0648673,128.9811985,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
176,GS25 다대포점,35.0490308,128.9651314,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
177,GS25 다대해송점,35.0636928,128.9792717,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
178,GS25 다대희망점,35.0542895,128.9703279,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
179,GS25 달맞이공원점,35.1583077,129.1823269,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
180,GS25 달맞이길점,35.1610175,129.1827466,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
181,GS25 달산원룸점,35.3175887,129.1820492,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
182,GS25 당감희망점,35.1581850,129.0482184,21,부산광역시,21050,부산진구,2105080,당감제1동,B,급식카드가맹점
183,GS25 당리제석로점,35.1025124,128.9752273,21,부산광역시,21100,사하구,2110055,당리동,B,급식카드가맹점
184,GS25 당리제일점,35.1115387,128.9837198,21,부산광역시,21100,사하구,2110055,당리동,B,급식카드가맹점
185,GS25 당리행운점,35.1054052,128.9698465,21,부산광역시,21100,사하구,2110055,당리동,B,급식카드가맹점
186,GS25 대공원점,35.1817858,129.0476078,21,부산광역시,21050,부산진구,2105054,연지동,B,급식카드가맹점
187,GS25 대림쌍용점,35.2276927,129.0092445,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
188,GS25 대림해운대점,35.1756354,129.1729979,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
189,GS25 대신동아점,35.1136236,129.0161335,21,부산광역시,21020,서구,2102053,동대신3동,B,급식카드가맹점
190,GS25 대신롯데캐슬점,35.1156093,129.0101257,21,부산광역시,21020,서구,2102057,서대신4동,B,급식카드가맹점
191,GS25 대신문화점,35.1150856,129.0159078,21,부산광역시,21020,서구,2102053,동대신3동,B,급식카드가맹점
192,GS25 대신클로버점,35.1138699,129.0120448,21,부산광역시,21020,서구,2102057,서대신4동,B,급식카드가맹점
193,GS25 대신한빛점,35.1180280,129.0117830,21,부산광역시,21020,서구,2102057,서대신4동,B,급식카드가맹점
194,GS25 대연UN점,35.1304722,129.0975706,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
195,GS25 대연래미안점,35.1343132,129.0896131,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
196,GS25 대연메르빌점,35.1504202,129.0923775,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
197,GS25 대연베스트점,35.1363007,129.1003933,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
198,GS25 대연사랑점,35.1329222,129.0945889,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
199,GS25 대연용소점,35.1348002,129.0945394,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
200,GS25 대연원빌점,35.1318013,129.0935227,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
201,GS25 대연유일점,35.1359486,129.0976595,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
202,GS25 대연중앙점,35.1349358,129.0933034,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
203,GS25 대연혁신점,35.1422158,129.1010779,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
204,GS25 대저프레쉬점,35.2150588,128.9695351,21,부산광역시,21120,강서구,2112051,대저1동,B,급식카드가맹점
205,GS25 대한통운점,35.1008648,129.0373719,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
206,GS25 덕천대동점,35.2103454,129.0084791,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
207,GS25 덕천대방점,35.2126207,129.0161630,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
208,GS25 덕천부국점,35.2121033,129.0089111,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
209,GS25 덕천부용점,35.2120898,129.0187831,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
210,GS25 덕천아남점,35.2125186,129.0074221,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
211,GS25 덕천점,35.2100189,129.0069255,21,부산광역시,21080,북구,2108056,덕천1동,B,급식카드가맹점
212,GS25 덕포벽산점,35.1737220,128.9894411,21,부산광역시,21150,사상구,2115055,덕포1동,B,급식카드가맹점
213,GS25 동구부산역점,35.1143580,129.0397652,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
214,GS25 동구수정점,35.1277091,129.0455873,21,부산광역시,21030,동구,2103057,수정2동,B,급식카드가맹점
215,GS25 동구초량점,35.1228782,129.0447333,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
216,GS25 동래SK점,35.2112211,129.0751765,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
217,GS25 동래광혜점,35.2071707,129.0708904,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
218,GS25 동래금강점,35.2219741,129.0811452,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
219,GS25 동래내성점,35.2051864,129.0756701,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
220,GS25 동래대산점,35.1999503,129.0841569,21,부산광역시,21060,동래구,2106051,수민동,B,급식카드가맹점
221,GS25 동래대성점,35.2039708,129.0819631,21,부산광역시,21060,동래구,2106065,명륜동,B,급식카드가맹점
222,GS25 동래럭키점,35.2067834,129.0756737,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
223,GS25 동래명륜점,35.2082526,129.0818921,21,부산광역시,21060,동래구,2106065,명륜동,B,급식카드가맹점
224,GS25 동래명장점,35.2034426,129.1043593,21,부산광역시,21060,동래구,2106063,명장1동,B,급식카드가맹점
225,GS25 동래블루힐점,35.2004035,129.0852570,21,부산광역시,21060,동래구,2106051,수민동,B,급식카드가맹점
226,GS25 동래수안역점,35.2027561,129.0837062,21,부산광역시,21060,동래구,2106065,명륜동,B,급식카드가맹점
227,GS25 동래아이파크점,35.2091033,129.0834007,21,부산광역시,21060,동래구,2106065,명륜동,B,급식카드가맹점
228,GS25 동래중앙점,35.2037580,129.0827276,21,부산광역시,21060,동래구,2106065,명륜동,B,급식카드가맹점
229,GS25 동래코리아나점,35.2051131,129.0581282,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
230,GS25 동부산대학교점,35.2335096,129.1478375,21,부산광역시,21090,해운대구,2109072,반송1동,B,급식카드가맹점
231,GS25 동부점,35.1354797,129.0541063,21,부산광역시,21030,동구,2103070,좌천동,B,급식카드가맹점
232,GS25 동아대병원점,35.1179226,129.0166292,21,부산광역시,21020,서구,2102053,동대신3동,B,급식카드가맹점
233,GS25 동아대점,35.1134757,128.9661930,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
234,GS25 동아햇살점,35.1136652,129.0299852,21,부산광역시,21010,중구,2101059,영주1동,B,급식카드가맹점
235,GS25 동의공대점,35.1660106,129.0725355,21,부산광역시,21050,부산진구,2105056,양정1동,B,급식카드가맹점
236,GS25 동의공대학사점,35.1658570,129.0714130,21,부산광역시,21050,부산진구,2105083,전포1동,B,급식카드가맹점
237,GS25 동의과학대점,35.1660106,129.0725355,21,부산광역시,21050,부산진구,2105056,양정1동,B,급식카드가맹점
238,GS25 동의대공대점,35.1418304,129.0346150,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
239,GS25 동의대국제관점,35.1418304,129.0346150,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
240,GS25 동의대상대점,35.1418304,129.0346150,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
241,GS25 동의대생과대점,35.1418304,129.0346150,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
242,GS25 동의대자연대,35.1418304,129.0346150,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
243,GS25 동의대정보관점,35.1418304,129.0346150,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
244,GS25 동일타워점,35.1387523,129.0634901,21,부산광역시,21030,동구,2103071,범일1동,B,급식카드가맹점
