SRLNUM,MRHST_NM,MRHST_LA,MRHST_LO,MRHST_CTPRVN_CD,MRHST_CTPRVN_NM,MRHST_SIGNGU_CD,MRHST_SIGNGU_NM,MRHST_ADSTRD_CD,MRHST_ADSTRD_NM,MRHST_FLAG_CD,MRHST_FLAG_CD_NM
536,GS25 영도미광점,35.0943321,129.0431025,21,부산광역시,21040,영도구,2104059,봉래1동,B,급식카드가맹점
537,GS25 영도봉래시장점,35.0923590,129.0424159,21,부산광역시,21040,영도구,2104059,봉래1동,B,급식카드가맹점
538,GS25 영도영선점,35.0884527,129.0409839,21,부산광역시,21040,영도구,2104054,영선1동,B,급식카드가맹점
539,GS25 영도오션점,35.0913194,129.0427460,21,부산광역시,21040,영도구,2104054,영선1동,B,급식카드가맹점
540,GS25 영도일성점,35.0877249,129.0357470,21,부산광역시,21040,영도구,2104053,남항동,B,급식카드가맹점
541,GS25 영도제일점,35.0776849,129.0702772,21,부산광역시,21040,영도구,2104065,동삼1동,B,급식카드가맹점
542,GS25 영도중리점,35.0689321,129.0660870,21,부산광역시,21040,영도구,2104065,동삼1동,B,급식카드가맹점
543,GS25 영도청학점,35.0935618,129.0674997,21,부산광역시,21040,영도구,2104063,청학1동,B,급식카드가맹점
544,GS25 영도태종대,35.0649537,129.0812084,21,부산광역시,21040,영도구,2104065,동삼1동,B,급식카드가맹점
545,GS25 영도하리점,35.0678523,129.0808662,21,부산광역시,21040,영도구,2104065,동삼1동,B,급식카드가맹점
546,GS25 영도한진점,35.0954417,129.0533282,21,부산광역시,21040,영도구,2104063,청학1동,B,급식카드가맹점
547,GS25 영산대기숙사점,35.2239338,129.1574820,21,부산광역시,21090,해운대구,2109072,반송1동,B,급식카드가맹점
548,GS25 영선로터리점,35.0852739,129.0420255,21,부산광역시,21040,영도구,2104055,영선2동,B,급식카드가맹점
549,GS25 오륙도SK점,35.1030157,129.1193262,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
550,GS25 오리마을점,35.2119779,129.0474395,21,부산광역시,21080,북구,2108059,만덕1동,B,급식카드가맹점
551,GS25 오션타워점,35.1588118,129.1537907,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
552,GS25 온천보람점,35.2159092,129.0805592,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
553,GS25 온천신화점,35.2146137,129.0794987,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
554,GS25 온천장역점,35.2222053,129.0857004,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
555,GS25 온천중앙점,35.2195304,129.0815073,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
556,GS25 온천행운점,35.2099975,129.0757712,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
557,GS25 온천화신점,35.2108996,129.0648413,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
558,GS25 외대정문점,35.2654492,129.0855109,21,부산광역시,21110,금정구,2111068,남산동,B,급식카드가맹점
559,GS25 용당해군점,35.1204245,129.0971933,21,부산광역시,21070,남구,2107061,용당동,B,급식카드가맹점
560,GS25 용호그린점,35.1233570,129.1126231,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
561,GS25 용호사거리점,35.1194057,129.1126293,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
562,GS25 용호중앙점,35.1199345,129.1112240,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
563,GS25 우동삼거리점,35.1668381,129.1627083,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
564,GS25 우동자이점,35.1668855,129.1424770,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
565,GS25 우암자유점,35.1237483,129.0800352,21,부산광역시,21070,남구,2107071,우암동,B,급식카드가맹점
566,GS25 유엔평화점,35.1296253,129.0916162,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
567,GS25 이기대점,35.1241655,129.1140783,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
568,GS25 인터불고점,35.0641831,129.0126329,21,부산광역시,21020,서구,2102068,암남동,B,급식카드가맹점
569,GS25 일광역점,35.2666240,129.2338853,21,부산광역시,21310,기장군,2131031,일광면,B,급식카드가맹점
570,GS25 자갈치시장점,35.0974009,129.0322863,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
571,GS25 자갈치역점,35.0979483,129.0263001,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
572,GS25 자갈치점,35.0976883,129.0292166,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
573,GS25 장림공단점,35.0822522,128.9662004,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
574,GS25 장림그린점,35.0819297,128.9620640,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
575,GS25 장림마마점,35.0688759,128.9722977,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
576,GS25 장림무지개점,35.0789329,128.9533847,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
577,GS25 장림세정점,35.0848680,128.9778261,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
578,GS25 장림우주점,35.0805913,128.9688244,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
579,GS25 장림윌더점,35.0781549,128.9726542,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
580,GS25 장림유성점,35.0827115,128.9689996,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
581,GS25 장안월내점,35.3271082,129.2778330,21,부산광역시,21310,기장군,2131012,장안읍,B,급식카드가맹점
582,GS25 장전래미안2호점,35.2259724,129.0871178,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
583,GS25 장전래미안정문점,35.2259724,129.0871178,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
584,GS25 장전사랑점,35.2244138,129.0850233,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
585,GS25 장전스타점,35.2238847,129.0867335,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
586,GS25 장전효원점,35.2341012,129.0852004,21,부산광역시,21110,금정구,2111061,장전1동,B,급식카드가맹점
587,GS25 재송금강점,35.1909186,129.1247520,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
588,GS25 재송센트레빌점,35.1824007,129.1238378,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
589,GS25 재송시영점,35.1876793,129.1238801,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
590,GS25 재송점,35.1845369,129.1221768,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
591,GS25 재송중앙점,35.1923391,129.1298884,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
592,GS25 재송코오롱점,35.1877801,129.1293319,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
593,GS25 전포LH점,35.1668978,129.0679479,21,부산광역시,21050,부산진구,2105083,전포1동,B,급식카드가맹점
594,GS25 전포제일점,35.1551691,129.0625303,21,부산광역시,21050,부산진구,2105083,전포1동,B,급식카드가맹점
595,GS25 전포캐슬점,35.1605347,129.0646678,21,부산광역시,21050,부산진구,2105083,전포1동,B,급식카드가맹점
596,GS25 정관공단2호점,35.3157117,129.1824601,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
597,GS25 정관공단점,35.3157031,129.1803034,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
598,GS25 정관네오점,35.3222860,129.1788653,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
599,GS25 정관달산점,35.3200993,129.2036573,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
600,GS25 정관더원점,35.3228963,129.1774669,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
601,GS25 정관동원점,35.3190230,129.1750523,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
602,GS25 정관동일점,35.3243552,129.1696997,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
603,GS25 정관방곡점,35.3248355,129.1887994,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
604,GS25 정관블루점,35.3206501,129.1805283,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
605,GS25 정관신도시3호점,35.3350472,129.1691663,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
606,GS25 정관신도시4호점,35.3213134,129.1908712,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
607,GS25 정관신도시점,35.3205182,129.1840129,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
608,GS25 정관에이타워점,35.3219657,129.1769702,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
609,GS25 정관원룸점,35.3262815,129.1797113,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
610,GS25 정관이지3차점,35.3359064,129.1629315,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
611,GS25 정관주민점,35.3259152,129.1706709,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
612,GS25 정관캐스빌점,35.3234384,129.1744522,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
613,GS25 조방점,35.1392574,129.0599342,21,부산광역시,21030,동구,2103071,범일1동,B,급식카드가맹점
614,GS25 좌동남선점,35.1724315,129.1759075,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
615,GS25 좌동대림점,35.1765838,129.1682873,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
616,GS25 좌동삼성점,35.1793445,129.1788250,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
617,GS25 좌동센터점,35.1744044,129.1747180,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
618,GS25 좌동코오롱점,35.1703508,129.1696991,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
619,GS25 좌동펄시티점,35.1694021,129.1748959,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
620,GS25 좌천대박점,35.3123529,129.2436770,21,부산광역시,21310,기장군,2131012,장안읍,B,급식카드가맹점
621,GS25 주례동서점,35.1504065,129.0115952,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
622,GS25 주례무지개점,35.1461817,129.0052028,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
623,GS25 주례여고점,35.1458121,129.0134818,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
624,GS25 주례오름점,35.1461518,129.0004737,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
625,GS25 주례원룸점,35.1477899,129.0092872,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
626,GS25 주례파크점,35.1477438,129.0161819,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
627,GS25 중구용두점,35.1020485,129.0352083,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
628,GS25 중부산점,35.1003654,129.0363043,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
629,GS25 중앙점,35.1048830,129.0359488,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
630,GS25 지사공단점,35.1504145,128.8310040,21,부산광역시,21120,강서구,2112056,녹산동,B,급식카드가맹점
631,GS25 지사휴먼시아점,35.1517398,128.8339369,21,부산광역시,21120,강서구,2112056,녹산동,B,급식카드가맹점
632,GS25 청룡점,35.2756045,129.0864932,21,부산광역시,21110,금정구,2111067,청룡노포동,B,급식카드가맹점
634,GS25 초량스타점,35.1175897,129.0419233,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
635,GS25 초량육거리점,35.1206828,129.0380168,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
636,GS25 초량일신점,35.1248281,129.0457593,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
637,GS25 초량중앙점,35.1216983,129.0396361,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
638,GS25 초량차이나타운점,35.1153365,129.0381864,21,부산광역시,21030,동구,2103051,초량1동,B,급식카드가맹점
639,GS25 초읍성지곡,35.1852467,129.0482894,21,부산광역시,21050,부산진구,2105054,연지동,B,급식카드가맹점
640,GS25 케이프포인트점,35.0529516,128.9615224,21,부산광역시,21100,사하구,2110062,다대1동,B,급식카드가맹점
641,GS25 크라운하버점,35.1075733,129.0368242,21,부산광역시,21010,중구,2101051,중앙동,B,급식카드가맹점
642,GS25 토곡양지점,35.1860235,129.1064814,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
643,GS25 토성경남점,35.1013311,129.0201335,21,부산광역시,21020,서구,2102064,충무동,B,급식카드가맹점
644,GS25 트럼프월드점,35.1703962,129.1324214,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
645,GS25 파라다이스점,35.1609320,129.1646908,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
646,GS25 파일론점,35.1620084,129.1700318,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
647,GS25 파크하야트점,35.1565821,129.1425875,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
648,GS25 팔레드시즈점,35.1602157,129.1666037,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
649,GS25 퍼스트센텀점,35.1738228,129.1289829,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
650,GS25 푸르지오시티점,35.1609672,129.1668836,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
651,GS25 프리미어호텔점,35.1669285,129.1315826,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
652,GS25 피프광장점,35.0989489,129.0283767,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
653,GS25 하나병원점,35.0745113,128.9769411,21,부산광역시,21100,사하구,2110061,장림2동,B,급식카드가맹점
654,GS25 하단가락점,35.1087766,128.9604215,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
655,GS25 하단강변점,35.1171423,128.9603077,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
656,GS25 하단대로점,35.1115627,128.9653401,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
657,GS25 하단동매점,35.1035812,128.9631391,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
658,GS25 하단번영점,35.1109351,128.9660380,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
659,GS25 하단사하점,35.1054492,128.9665608,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
660,GS25 하단센터점,35.1076215,128.9664806,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
661,GS25 하단아트몰링점,35.1067550,128.9664750,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
662,GS25 하단역점,35.1058918,128.9665564,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
663,GS25 하단종로점,35.1047258,128.9658948,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
664,GS25 하신번영로점,35.1021949,128.9580545,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
665,GS25 하신중앙로점,35.1047467,128.9586071,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
666,GS25 하이츠자이점,35.1327753,129.1103947,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
667,GS25 학장공단점,35.1485596,128.9910738,21,부산광역시,21150,사상구,2115063,학장동,B,급식카드가맹점
668,GS25 학장호연점,35.1403896,128.9853350,21,부산광역시,21150,사상구,2115063,학장동,B,급식카드가맹점
669,GS25 한국해양대점,35.0708747,129.0790295,21,부산광역시,21040,영도구,2104065,동삼1동,B,급식카드가맹점
670,GS25 한성기린점,35.1388001,129.0568585,21,부산광역시,21030,동구,2103071,범일1동,B,급식카드가맹점
671,GS25 해양대기숙사점,35.0763580,129.0892004,21,부산광역시,21040,영도구,2104065,동삼1동,B,급식카드가맹점
672,GS25 해운SK뷰점,35.1656657,129.1827032,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
673,GS25 해운구남로점,35.1628074,129.1592467,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
674,GS25 해운대9점,35.1957764,129.1309502,21,부산광역시,21090,해운대구,2109070,반여1동,B,급식카드가맹점
675,GS25 해운대역점,35.1623817,129.1581652,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
676,GS25 해운대점,35.1605454,129.1572521,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
677,GS25 해운대투모로우점,35.1679944,129.1763489,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
678,GS25 해운래미안점,35.1624941,129.1754412,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
679,GS25 해운리베라점,35.1615074,129.1610118,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
680,GS25 해운베니키아점,35.1622730,129.1648384,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
681,GS25 해운벽산점,35.1695609,129.1785420,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
682,GS25 해운비치점,35.1610415,129.1590424,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
683,GS25 해운스카이점,35.1912712,129.1284821,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
684,GS25 해운썬프라자점,35.1580154,129.1475625,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
685,GS25 해운오션점,35.1593363,129.1543056,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
686,GS25 해운온천점,35.1631966,129.1644579,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
687,GS25 해운우동1로점,35.1669528,129.1577537,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
688,GS25 해운우동점,35.1637090,129.1615990,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
689,GS25 해운재송점,35.1860812,129.1227394,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
690,GS25 해운제니스점,35.1566670,129.1450910,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
691,GS25 해운제이드점,35.1596284,129.1528176,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
692,GS25 해운주성점,35.1682951,129.1781708,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
693,GS25 해운주유소점,35.1633528,129.1577250,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
694,GS25 해운화목점,35.1718872,129.1787616,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
695,GS25 해운후레쉬점,35.1619179,129.1598623,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
696,GS25 허브올리브점,35.2186436,129.0841369,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
697,GS25 홍제병원점,35.1715559,129.0704185,21,부산광역시,21050,부산진구,2105056,양정1동,B,급식카드가맹점
698,GS25 화명낙천대점,35.2357380,129.0126499,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
699,GS25 화명대동점,35.2344560,129.0123598,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
700,GS25 화명도서관점,35.2318623,129.0088924,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
701,GS25 화명맥켄지점,35.2209479,129.0077835,21,부산광역시,21080,북구,2108057,덕천2동,B,급식카드가맹점
702,GS25 화명메인점,35.2341429,129.0126261,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
703,GS25 화명벽산점,35.2415588,129.0147699,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
704,GS25 화명역점,35.2349103,129.0085230,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
705,GS25 화명율리점,35.2476043,129.0115527,21,부산광역시,21080,북구,2108054,금곡동,B,급식카드가맹점
706,GS25 화명중앙점,35.2346728,129.0104953,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
707,GS25 화명코아점,35.2361503,129.0093647,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
708,GS25 화명큐빅점,35.2343274,129.0110790,21,부산광역시,21080,북구,2108055,화명1동,B,급식카드가맹점
709,GS25 화전산단점,35.1101384,128.8828258,21,부산광역시,21120,강서구,2112056,녹산동,B,급식카드가맹점
710,GS25 황령힐사이드점,35.1474426,129.1091982,21,부산광역시,21140,수영구,2114051,남천1동,B,급식카드가맹점
711,GS25 힐스테이트위브점,35.1615929,129.1810028,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
712,OK친구돈까스,35.1542154,129.0361459,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
713,？？섧런抵？ 만덕점,35.2166000,129.0502499,21,부산광역시,21080,북구,2108059,만덕1동,B,급식카드가맹점
714,가덕도청솔식당,35.0291700,128.8155122,21,부산광역시,21120,강서구,2112058,가덕도동,B,급식카드가맹점
715,가락농협하나로마트,35.1946013,128.9023625,21,부산광역시,21120,강서구,2112055,가락동,B,급식카드가맹점
716,가락한식뷔페,35.1963824,128.9015366,21,부산광역시,21120,강서구,2112055,가락동,B,급식카드가맹점
717,가마치 통닭,35.1726707,129.0960114,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
718,가마치통닭,35.1749652,129.1070630,21,부산광역시,21140,수영구,2114054,망미1동,B,급식카드가맹점
719,가스펠리아 브리얀떼점,35.2145358,129.0771676,21,부산광역시,21060,동래구,2106055,온천1동,B,급식카드가맹점
720,가야돈까스,35.1536178,129.0372884,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
721,가야밀면,35.1998956,129.0712023,21,부산광역시,21060,동래구,2106058,사직1동,B,급식카드가맹점
722,가야밀면,35.1905544,129.1277407,21,부산광역시,21090,해운대구,2109064,재송1동,B,급식카드가맹점
723,가야밀면,35.1607797,129.1105762,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
724,가야반점,35.1522861,129.0358811,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
725,가야예전칼국수,35.1540914,129.0345859,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
726,가야예전칼국수,35.1537115,129.0346696,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
727,가야정,35.1872170,128.9205860,21,부산광역시,21120,강서구,2112053,강동동,B,급식카드가맹점
728,가야칼국수,35.1540914,129.0345859,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
729,간식창고,35.1687224,128.9836781,21,부산광역시,21150,사상구,2115055,덕포1동,B,급식카드가맹점
730,간식타임,35.1246042,129.0787187,21,부산광역시,21070,남구,2107071,우암동,B,급식카드가맹점
731,갈비왕국,35.1111949,129.0156746,21,부산광역시,21020,서구,2102054,서대신1동,B,급식카드가맹점
732,감각엔 유부,35.1869859,129.0809155,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
733,감내비빔밥,35.0989591,129.0093287,21,부산광역시,21100,사하구,2110065,감천1동,B,급식카드가맹점
734,감천문화밀면,35.0971672,129.0099875,21,부산광역시,21100,사하구,2110065,감천1동,B,급식카드가맹점
735,감천밀면전문점,35.1003747,129.0303550,21,부산광역시,21010,중구,2101057,광복동,B,급식카드가맹점
736,감탄떡볶이(해운대달맞이,35.1684763,129.1825351,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
737,강고집,35.2493016,129.2133127,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
738,강남식당,35.1275273,129.0705207,21,부산광역시,21070,남구,2107071,우암동,B,급식카드가맹점
739,강동농협하나로마트,35.2159507,128.9369822,21,부산광역시,21120,강서구,2112053,강동동,B,급식카드가맹점
740,강촌칼국수,35.1876952,128.9909919,21,부산광역시,21150,사상구,2115052,모라1동,B,급식카드가맹점
741,강칼국수,35.1141070,129.0158391,21,부산광역시,21020,서구,2102053,동대신3동,B,급식카드가맹점
742,개화루,35.1884770,129.0969543,21,부산광역시,21130,연제구,2113055,연산1동,B,급식카드가맹점
743,거창반점,35.1488801,129.0298378,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
744,거창반점,35.1479125,129.0297383,21,부산광역시,21050,부산진구,2105081,가야제1동,B,급식카드가맹점
745,건강한 강남김밥하우스,35.0974009,129.0322863,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
746,겐조,35.1738957,129.1171890,21,부산광역시,21140,수영구,2114054,망미1동,B,급식카드가맹점
747,경명중국관,35.1223389,129.0836891,21,부산광역시,21070,남구,2107062,감만1동,B,급식카드가맹점
748,경복반점,35.1180618,129.1117775,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
749,경복반점,35.1179612,129.1120885,21,부산광역시,21070,남구,2107057,용호1동,B,급식카드가맹점
750,경북궁,35.2465793,129.2139388,21,부산광역시,21310,기장군,2131011,기장읍,B,급식카드가맹점
751,경주국밥,35.1015083,128.9768221,21,부산광역시,21100,사하구,2110055,당리동,B,급식카드가맹점
752,경창식품,35.1305357,129.0474719,21,부산광역시,21030,동구,2103057,수정2동,B,급식카드가맹점
753,고고베이커리,35.1893705,128.9911218,21,부산광역시,21150,사상구,2115052,모라1동,B,급식카드가맹점
754,고명화돼지국밥,35.1619754,129.1128078,21,부산광역시,21140,수영구,2114056,광안1동,B,급식카드가맹점
755,고모손칼국수,35.1672486,129.1581567,21,부산광역시,21090,해운대구,2109073,우1동,B,급식카드가맹점
756,고봉김밥,35.3207194,129.1746392,21,부산광역시,21310,기장군,2131013,정관읍,B,급식카드가맹점
757,고봉김밥,35.1730688,129.1675344,21,부산광역시,21090,해운대구,2109066,좌1동,B,급식카드가맹점
758,고봉김밥,35.2166772,129.0469750,21,부산광역시,21080,북구,2108059,만덕1동,B,급식카드가맹점
760,고봉김밥(신주례점),35.1534829,128.9988096,21,부산광역시,21150,사상구,2115060,주례1동,B,급식카드가맹점
761,고봉민 김밥인,35.1160141,129.0820044,21,부산광역시,21070,남구,2107062,감만1동,B,급식카드가맹점
762,고봉민 김밥인,35.1954231,129.0583078,21,부산광역시,21060,동래구,2106058,사직1동,B,급식카드가맹점
763,고봉민 김밥인영도남항점,35.0913194,129.0427460,21,부산광역시,21040,영도구,2104054,영선1동,B,급식카드가맹점
764,고봉민김밥,35.1965562,128.9941205,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
765,고봉민김밥,35.1173727,128.9603421,21,부산광역시,21100,사하구,2110056,하단1동,B,급식카드가맹점
766,고봉민김밥,35.1996732,129.0057772,21,부산광역시,21080,북구,2108051,구포1동,B,급식카드가맹점
767,고봉민김밥,35.1943916,129.0661175,21,부산광역시,21060,동래구,2106058,사직1동,B,급식카드가맹점
768,고봉민김밥 남포점,35.0980139,129.0256382,21,부산광역시,21010,중구,2101058,남포동,B,급식카드가맹점
769,고봉민김밥(대연황령점),35.1516954,129.0887180,21,부산광역시,21070,남구,2107070,대연1동,B,급식카드가맹점
770,고봉민김밥(중동점),35.1659489,129.1696394,21,부산광역시,21090,해운대구,2109053,중1동,B,급식카드가맹점
771,고봉민김밥어린이대공원점,35.1818631,129.0473119,21,부산광역시,21050,부산진구,2105054,연지동,B,급식카드가맹점
